Owner,Player,PlayerKey,DraftCount,DraftSeasonsCount,DraftYears
Marv,Wil Lutz,n:wil lutz,6,6,"2017,2018,2019,2020,2021,2022"
Erik,Christian McCaffrey,n:christian mccaffrey,5,5,"2020,2021,2022,2023,2024"
Simi,Russell Wilson,n:russell wilson,5,5,"2015,2016,2017,2020,2021"
Benni,David Johnson,n:david johnson,4,4,"2017,2018,2020,2021"
Erik,Chris Godwin,n:chris godwin,4,4,"2020,2022,2024,2025"
Juschka,Marshawn Lynch,n:marshawn lynch,4,4,"2015,2017,2018,2020"
Juschka,Stefon Diggs,n:stefon diggs,4,4,"2018,2019,2021,2023"
Kessi,Jonathan Taylor,n:jonathan taylor,4,4,"2020,2022,2023,2024"
Marv,Leonard Fournette,n:leonard fournette,4,4,"2017,2018,2021,2022"
Tommy,San Francisco 49ers,n:san francisco 49ers,4,4,"2015,2021,2022,2025"
Benni,Chris Godwin,n:chris godwin,3,3,"2019,2021,2023"
Benni,Dalvin Cook,n:dalvin cook,3,3,"2017,2019,2021"
Benni,Davante Adams,n:davante adams,3,3,"2019,2021,2023"
Benni,James Conner,n:james conner,3,3,"2019,2022,2025"
Benni,Odell Beckham,n:odell beckham,3,3,"2015,2016,2018"
Benni,Travis Kelce,n:travis kelce,3,3,"2016,2022,2023"
Erik,Calvin Ridley,n:calvin ridley,3,3,"2019,2020,2023"
Erik,CeeDee Lamb,n:ceedee lamb,3,3,"2022,2023,2025"
Erik,Ezekiel Elliott,n:ezekiel elliott,3,3,"2016,2017,2018"
Erik,Travis Kelce,n:travis kelce,3,3,"2015,2017,2018"
Juschka,Demaryius Thomas,n:demaryius thomas,3,3,"2015,2016,2017"
Juschka,Drew Brees,n:drew brees,3,3,"2015,2018,2019"
Juschka,Jarvis Landry,n:jarvis landry,3,3,"2016,2017,2019"
Juschka,Josh Jacobs,n:josh jacobs,3,3,"2020,2022,2025"
Kessi,Cooper Kupp,n:cooper kupp,3,3,"2019,2021,2024"
Kessi,George Kittle,n:george kittle,3,3,"2020,2023,2024"
Marv,A.J. Brown,n:aj brown,3,3,"2021,2022,2024"
Marv,Corey Davis,n:corey davis,3,3,"2017,2018,2019"
Marv,DeAndre Hopkins,n:deandre hopkins,3,3,"2016,2018,2022"
Marv,Joe Mixon,n:joe mixon,3,3,"2017,2021,2022"
Marv,Josh Allen,n:josh allen,3,3,"2021,2024,2025"
Marv,New Orleans Saints,n:new orleans saints,3,3,"2015,2016,2022"
Marv,Terry McLaurin,n:terry mclaurin,3,3,"2020,2022,2024"
Marv,Travis Kelce,n:travis kelce,3,3,"2019,2020,2021"
Ritz,Alvin Kamara,n:alvin kamara,3,3,"2018,2022,2025"
Ritz,Amari Cooper,n:amari cooper,3,3,"2019,2021,2022"
Ritz,Keenan Allen,n:keenan allen,3,3,"2016,2017,2020"
Ritz,Mike Evans,n:mike evans,3,3,"2018,2020,2023"
Ritz,Pittsburgh Steelers,n:pittsburgh steelers,3,3,"2016,2021,2025"
Ritz,Rob Gronkowski,n:rob gronkowski,3,3,"2015,2016,2021"
Simi,A.J. Green,n:aj green,3,3,"2015,2018,2019"
Simi,Derrick Henry,n:derrick henry,3,3,"2019,2022,2024"
Simi,JuJu Smith-Schuster,n:juju smith schuster,3,3,"2019,2020,2022"
Tommy,Alvin Kamara,n:alvin kamara,3,3,"2019,2021,2024"
Tommy,Julian Edelman,n:julian edelman,3,3,"2015,2017,2019"
Tommy,Michael Thomas,n:michael thomas,3,3,"2018,2019,2020"
Tommy,Sammy Watkins,n:sammy watkins,3,3,"2015,2016,2019"
Tommy,Saquon Barkley,n:saquon barkley,3,3,"2023,2024,2025"
Benni,Aaron Rodgers,n:aaron rodgers,2,2,"2018,2019"
Benni,Brandin Cooks,n:brandin cooks,2,2,"2017,2022"
Benni,Christian McCaffrey,n:christian mccaffrey,2,2,"2017,2018"
Benni,Denver Broncos,n:denver broncos,2,2,"2016,2025"
Benni,Derrius Guice,n:derrius guice,2,2,"2018,2019"
Benni,Javonte Williams,n:javonte williams,2,2,"2021,2024"
Benni,Jaylen Waddle,n:jaylen waddle,2,2,"2022,2024"
Benni,Jordan Reed,n:jordan reed,2,2,"2017,2019"
Benni,Justin Jefferson,n:justin jefferson,2,2,"2021,2025"
Benni,Justin Tucker,n:justin tucker,2,2,"2015,2020"
Benni,Kareem Hunt,n:kareem hunt,2,2,"2021,2022"
Benni,Lamar Jackson,n:lamar jackson,2,2,"2020,2023"
Benni,Los Angeles Rams,n:los angeles rams,2,2,"2015,2021"
Benni,Malik Nabers,n:malik nabers,2,2,"2024,2025"
Benni,Mark Ingram,n:mark ingram,2,2,"2016,2018"
Benni,Mike Williams,n:mike williams,2,2,"2022,2023"
Benni,Robert Woods,n:robert woods,2,2,"2019,2020"
Benni,Ronald Jones,n:ronald jones,2,2,"2020,2021"
Benni,Sammy Watkins,n:sammy watkins,2,2,"2017,2018"
Benni,T.Y. Hilton,n:ty hilton,2,2,"2017,2019"
Benni,Tom Brady,n:tom brady,2,2,"2016,2022"
Erik,Allen Robinson,n:allen robinson,2,2,"2020,2022"
Erik,Alshon Jeffery,n:alshon jeffery,2,2,"2016,2018"
Erik,Amari Cooper,n:amari cooper,2,2,"2017,2024"
Erik,Brandin Cooks,n:brandin cooks,2,2,"2019,2021"
Erik,Brandon Aiyuk,n:brandon aiyuk,2,2,"2021,2023"
Erik,Breshad Perriman,n:breshad perriman,2,2,"2015,2016"
Erik,C.J. Anderson,n:cj anderson,2,2,"2017,2018"
Erik,Cam Akers,n:cam akers,2,2,"2020,2022"
Erik,Denver Broncos,n:denver broncos,2,2,"2017,2023"
Erik,Greg Zuerlein,n:greg zuerlein,2,2,"2019,2020"
Erik,Gus Edwards,n:gus edwards,2,2,"2021,2024"
Erik,Jacksonville Jaguars,n:jacksonville jaguars,2,2,"2018,2019"
Erik,Jerry Jeudy,n:jerry jeudy,2,2,"2022,2023"
Erik,Joe Mixon,n:joe mixon,2,2,"2023,2024"
Erik,Justin Tucker,n:justin tucker,2,2,"2018,2023"
Erik,Keenan Allen,n:keenan allen,2,2,"2019,2021"
Erik,Kyler Murray,n:kyler murray,2,2,"2020,2024"
Erik,Le'Veon Bell,n:leveon bell,2,2,"2016,2017"
Erik,Mike Evans,n:mike evans,2,2,"2015,2016"
Erik,Najee Harris,n:najee harris,2,2,"2021,2025"
Erik,Philadelphia Eagles,n:philadelphia eagles,2,2,"2015,2020"
Erik,Robert Woods,n:robert woods,2,2,"2018,2021"
Erik,Russell Wilson,n:russell wilson,2,2,"2018,2022"
Erik,Stephen Gostkowski,n:stephen gostkowski,2,2,"2015,2017"
Juschka,Adrian Peterson,n:adrian peterson,2,2,"2019,2021"
Juschka,Austin Ekeler,n:austin ekeler,2,2,"2019,2021"
Juschka,Brian Robinson,n:brian robinson,2,2,"2023,2024"
Juschka,Chris Ivory,n:chrisory,2,2,"2015,2016"
Juschka,D'Andre Swift,n:dandre swift,2,2,"2024,2025"
Juschka,Davante Adams,n:davante adams,2,2,"2017,2025"
Juschka,Devonta Freeman,n:devonta freeman,2,2,"2016,2017"
Juschka,Drake London,n:drake london,2,2,"2023,2024"
Juschka,Garrett Wilson,n:garrett wilson,2,2,"2024,2025"
Juschka,Ja'Marr Chase,n:jamarr chase,2,2,"2022,2025"
Juschka,Jordan Matthews,n:jordan matthews,2,2,"2015,2016"
Juschka,Kelvin Benjamin,n:kelvin benjamin,2,2,"2015,2017"
Juschka,Larry Fitzgerald,n:larry fitzgerald,2,2,"2018,2019"
Juschka,Mason Crosby,n:mason crosby,2,2,"2016,2022"
Juschka,Melvin Gordon,n:melvin gordon,2,2,"2017,2018"
Juschka,Mike Evans,n:mike evans,2,2,"2022,2025"
Juschka,Philadelphia Eagles,n:philadelphia eagles,2,2,"2018,2023"
Juschka,Sam Ficken,n:sam ficken,2,2,"2020,2023"
Juschka,Travis Etienne,n:travis etienne,2,2,"2024,2025"
Kessi,Aaron Rodgers,n:aaron rodgers,2,2,"2017,2022"
Kessi,Amon-Ra St. Brown,n:amon ra st brown,2,2,"2022,2025"
Kessi,Antonio Brown,n:antonio brown,2,2,"2016,2019"
Kessi,Ben Roethlisberger,n:ben roethlisberger,2,2,"2015,2018"
Kessi,Brandin Cooks,n:brandin cooks,2,2,"2018,2023"
Kessi,Brandon Aubrey,n:brandon aubrey,2,2,"2024,2025"
Kessi,Brandon LaFell,n:brandon lafell,2,2,"2015,2016"
Kessi,D.J. Moore,n:dj moore,2,2,"2018,2020"
Kessi,Darren Waller,n:darren waller,2,2,"2021,2022"
Kessi,Derrick Henry,n:derrick henry,2,2,"2021,2025"
Kessi,Emmanuel Sanders,n:emmanuel sanders,2,2,"2015,2020"
Kessi,Ezekiel Elliott,n:ezekiel elliott,2,2,"2019,2020"
Kessi,Jarvis Landry,n:jarvis landry,2,2,"2018,2020"
Kessi,Jaylen Waddle,n:jaylen waddle,2,2,"2023,2025"
Kessi,Jeremy Hill,n:jeremy hill,2,2,"2015,2017"
Kessi,Joe Mixon,n:joe mixon,2,2,"2019,2025"
Kessi,Julio Jones,n:julio jones,2,2,"2015,2017"
Kessi,Justin Tucker,n:justin tucker,2,2,"2017,2021"
Kessi,Le'Veon Bell,n:leveon bell,2,2,"2015,2018"
Kessi,Patrick Mahomes,n:patrick mahomes,2,2,"2024,2025"
Kessi,Ronald Jones,n:ronald jones,2,2,"2019,2022"
Kessi,Stephen Gostkowski,n:stephen gostkowski,2,2,"2018,2019"
Kessi,Tee Higgins,n:tee higgins,2,2,"2021,2025"
Kessi,Terry McLaurin,n:terry mclaurin,2,2,"2021,2023"
Kessi,Todd Gurley,n:todd gurley,2,2,"2015,2020"
Kessi,Tony Pollard,n:tony pollard,2,2,"2021,2024"
Marv,Andrew Luck,n:andrew luck,2,2,"2016,2018"
Marv,Baltimore Ravens,n:baltimore ravens,2,2,"2020,2021"
Marv,Brandin Cooks,n:brandin cooks,2,2,"2015,2020"
Marv,Breece Hall,n:breece hall,2,2,"2022,2024"
Marv,Cam Newton,n:cam newton,2,2,"2015,2016"
Marv,Dak Prescott,n:dak prescott,2,2,"2020,2022"
Marv,Dan Bailey,n:dan bailey,2,2,"2015,2016"
Marv,Eddie Lacy,n:eddie lacy,2,2,"2015,2017"
Marv,James Cook,n:james cook,2,2,"2024,2025"
Marv,Javonte Williams,n:javonte williams,2,2,"2023,2025"
Marv,JuJu Smith-Schuster,n:juju smith schuster,2,2,"2021,2023"
Marv,Justin Jefferson,n:justin jefferson,2,2,"2022,2023"
Marv,Kenny Golladay,n:kenny golladay,2,2,"2020,2021"
Marv,Marlon Mack,n:marlon mack,2,2,"2019,2020"
Marv,Melvin Gordon,n:melvin gordon,2,2,"2016,2020"
Marv,Michael Thomas,n:michael thomas,2,2,"2017,2023"
Marv,Sony Michel,n:sony michel,2,2,"2018,2019"
Marv,Tyler Lockett,n:tyler lockett,2,2,"2016,2019"
Ritz,Aaron Rodgers,n:aaron rodgers,2,2,"2016,2021"
Ritz,Carlos Hyde,n:carlos hyde,2,2,"2017,2018"
Ritz,Courtland Sutton,n:courtland sutton,2,2,"2019,2023"
Ritz,D.K. Metcalf,n:dk metcalf,2,2,"2023,2024"
Ritz,Davante Adams,n:davante adams,2,2,"2018,2022"
Ritz,Emmanuel Sanders,n:emmanuel sanders,2,2,"2017,2018"
Ritz,Golden Tate,n:golden tate,2,2,"2015,2018"
Ritz,Harrison Butker,n:harrison butker,2,2,"2020,2021"
Ritz,Isiah Pacheco,n:isiah pacheco,2,2,"2024,2025"
Ritz,Joe Burrow,n:joe burrow,2,2,"2024,2025"
Ritz,Josh Jacobs,n:josh jacobs,2,2,"2021,2023"
Ritz,Julian Edelman,n:julian edelman,2,2,"2016,2020"
Ritz,Justin Tucker,n:justin tucker,2,2,"2022,2024"
Ritz,Kareem Hunt,n:kareem hunt,2,2,"2018,2020"
Ritz,Kenneth Walker,n:kenneth walker,2,2,"2022,2024"
Ritz,Kenyan Drake,n:kenyan drake,2,2,"2019,2020"
Ritz,Kyren Williams,n:kyren williams,2,2,"2024,2025"
Ritz,Lamar Miller,n:lamar miller,2,2,"2016,2017"
Ritz,Matt Ryan,n:matt ryan,2,2,"2019,2020"
Ritz,Melvin Gordon,n:melvin gordon,2,2,"2015,2019"
Ritz,New England Patriots,n:new england patriots,2,2,"2017,2020"
Ritz,San Francisco 49ers,n:san francisco 49ers,2,2,"2023,2024"
Ritz,Stefon Diggs,n:stefon diggs,2,2,"2020,2024"
Ritz,Tevin Coleman,n:tevin coleman,2,2,"2019,2020"
Ritz,Tom Brady,n:tom brady,2,2,"2017,2021"
Ritz,Tyreek Hill,n:tyreek hill,2,2,"2021,2024"
Ritz,Zach Ertz,n:zach ertz,2,2,"2018,2020"
Simi,Amari Cooper,n:amari cooper,2,2,"2015,2023"
Simi,Antonio Brown,n:antonio brown,2,2,"2017,2018"
Simi,Baltimore Ravens,n:baltimore ravens,2,2,"2019,2024"
Simi,Cam Newton,n:cam newton,2,2,"2018,2019"
Simi,Carolina Panthers,n:carolina panthers,2,2,"2016,2021"
Simi,CeeDee Lamb,n:ceedee lamb,2,2,"2021,2024"
Simi,Courtland Sutton,n:courtland sutton,2,2,"2021,2022"
Simi,D.J. Moore,n:dj moore,2,2,"2023,2024"
Simi,David Montgomery,n:david montgomery,2,2,"2019,2023"
Simi,DeAndre Hopkins,n:deandre hopkins,2,2,"2017,2024"
Simi,Deebo Samuel,n:deebo samuel,2,2,"2021,2024"
Simi,Greg Olsen,n:greg olsen,2,2,"2016,2017"
Simi,Jordan Howard,n:jordan howard,2,2,"2017,2019"
Simi,Julio Jones,n:julio jones,2,2,"2016,2020"
Simi,Lamar Miller,n:lamar miller,2,2,"2015,2019"
Simi,Latavius Murray,n:latavius murray,2,2,"2015,2017"
Simi,Mark Andrews,n:mark andrews,2,2,"2021,2022"
Simi,Matt Bryant,n:matt bryant,2,2,"2017,2018"
Simi,Michael Crabtree,n:michael crabtree,2,2,"2016,2018"
Simi,New England Patriots,n:new england patriots,2,2,"2015,2023"
Simi,Raheem Mostert,n:raheem mostert,2,2,"2020,2021"
Simi,Saquon Barkley,n:saquon barkley,2,2,"2019,2020"
Simi,Seattle Seahawks,n:seattle seahawks,2,2,"2015,2017"
Simi,Tyler Bass,n:tyler bass,2,2,"2022,2023"
Simi,Tyler Lockett,n:tyler lockett,2,2,"2020,2022"
Simi,Tyreek Hill,n:tyreek hill,2,2,"2019,2025"
Tommy,Aaron Jones,n:aaron jones,2,2,"2024,2025"
Tommy,Adrian Peterson,n:adrian peterson,2,2,"2015,2016"
Tommy,Allen Robinson,n:allen robinson,2,2,"2017,2019"
Tommy,Amari Cooper,n:amari cooper,2,2,"2018,2020"
Tommy,Amon-Ra St. Brown,n:amon ra st brown,2,2,"2023,2024"
Tommy,Austin Ekeler,n:austin ekeler,2,2,"2020,2024"
Tommy,Brandon Aiyuk,n:brandon aiyuk,2,2,"2020,2025"
Tommy,Brock Purdy,n:brock purdy,2,2,"2023,2024"
Tommy,Chase Claypool,n:chase claypool,2,2,"2021,2022"
Tommy,D.K. Metcalf,n:dk metcalf,2,2,"2022,2025"
Tommy,David Montgomery,n:david montgomery,2,2,"2021,2025"
Tommy,De'Von Achane,n:devon achane,2,2,"2023,2025"
Tommy,Devonta Freeman,n:devonta freeman,2,2,"2018,2019"
Tommy,Dez Bryant,n:dez bryant,2,2,"2015,2016"
Tommy,James Conner,n:james conner,2,2,"2020,2021"
Tommy,Julio Jones,n:julio jones,2,2,"2019,2021"
Tommy,Justin Herbert,n:justin herbert,2,2,"2021,2025"
Tommy,Keenan Allen,n:keenan allen,2,2,"2023,2024"
Tommy,Mike Evans,n:mike evans,2,2,"2017,2021"
Tommy,Miles Sanders,n:miles sanders,2,2,"2022,2023"
Tommy,Rob Gronkowski,n:rob gronkowski,2,2,"2017,2020"
Tommy,Todd Gurley,n:todd gurley,2,2,"2017,2018"
Tommy,Travis Etienne,n:travis etienne,2,2,"2022,2023"
Tommy,Tyreek Hill,n:tyreek hill,2,2,"2020,2022"
Benni,A.J. Brown,n:aj brown,1,1,2020
Benni,Adam Thielen,n:adam thielen,1,1,2018
Benni,Adrian Peterson,n:adrian peterson,1,1,2017
Benni,Allen Robinson,n:allen robinson,1,1,2021
Benni,Alvin Kamara,n:alvin kamara,1,1,2023
Benni,Antonio Gates,n:antonio gates,1,1,2015
Benni,Ben Roethlisberger,n:ben roethlisberger,1,1,2016
Benni,Bijan Robinson,n:bijan robinson,1,1,2024
Benni,Brandon Aiyuk,n:brandon aiyuk,1,1,2024
Benni,Brandon Marshall,n:brandon marshall,1,1,2016
Benni,C.J. Anderson,n:cj anderson,1,1,2015
Benni,Caleb Williams,n:caleb williams,1,1,2024
Benni,Cam Akers,n:cam akers,1,1,2023
Benni,Cam Skattebo,n:cam skattebo,1,1,2025
Benni,Chandler Catanzaro,n:chandler catanzaro,1,1,2016
Benni,Chicago Bears,n:chicago bears,1,1,2019
Benni,Cooper Kupp,n:cooper kupp,1,1,2022
Benni,Corey Coleman,n:corey coleman,1,1,2016
Benni,Dak Prescott,n:dak prescott,1,1,2021
Benni,Dameon Pierce,n:dameon pierce,1,1,2023
Benni,Damien Williams,n:damien williams,1,1,2020
Benni,Dan Bailey,n:dan bailey,1,1,2017
Benni,Dante Pettis,n:dante pettis,1,1,2019
Benni,Darius Slayton,n:darius slayton,1,1,2020
Benni,DeAndre Hopkins,n:deandre hopkins,1,1,2015
Benni,DeAngelo Williams,n:deangelo williams,1,1,2016
Benni,DeSean Jackson,n:desean jackson,1,1,2015
Benni,DeVante Parker,n:devante parker,1,1,2020
Benni,Delanie Walker,n:delanie walker,1,1,2015
Benni,Derrick Henry,n:derrick henry,1,1,2020
Benni,Devin Funchess,n:devin funchess,1,1,2018
Benni,Devin Singletary,n:devin singletary,1,1,2024
Benni,Dez Bryant,n:dez bryant,1,1,2018
Benni,Doug Baldwin,n:doug baldwin,1,1,2016
Benni,Doug Martin,n:doug martin,1,1,2017
Benni,Drew Brees,n:drew brees,1,1,2017
Benni,Dwayne Allen,n:dwayne allen,1,1,2015
Benni,Elijah Moore,n:elijah moore,1,1,2022
Benni,Evan Engram,n:evan engram,1,1,2023
Benni,Ezekiel Elliott,n:ezekiel elliott,1,1,2021
Benni,Gabe Davis,n:gabe davis,1,1,2022
Benni,George Kittle,n:george kittle,1,1,2025
Benni,Giovani Bernard,n:giovani bernard,1,1,2016
Benni,Hunter Henry,n:hunter henry,1,1,2019
Benni,Isaiah Crowell,n:isaiah crowell,1,1,2015
Benni,Jahmyr Gibbs,n:jahmyr gibbs,1,1,2024
Benni,Jake Bates,n:jake bates,1,1,2025
Benni,Jalen Hurts,n:jalen hurts,1,1,2024
Benni,James Robinson,n:james robinson,1,1,2022
Benni,Jameson Williams,n:jameson williams,1,1,2025
Benni,Jauan Jennings,n:jauan jennings,1,1,2025
Benni,Jaxon Smith-Njigba,n:jaxon smith njigba,1,1,2023
Benni,Jay Ajayi,n:jay ajayi,1,1,2016
Benni,Jayden Daniels,n:jayden daniels,1,1,2025
Benni,Jeremy Maclin,n:jeremy maclin,1,1,2017
Benni,Joique Bell,n:joique bell,1,1,2015
Benni,Jonathan Taylor,n:jonathan taylor,1,1,2025
Benni,Jordan Addison,n:jordan addison,1,1,2023
Benni,Jordy Nelson,n:jordy nelson,1,1,2017
Benni,Josh Allen,n:josh allen,1,1,2020
Benni,Josh Gordon,n:josh gordon,1,1,2018
Benni,Keenan Allen,n:keenan allen,1,1,2015
Benni,Kenneth Walker,n:kenneth walker,1,1,2023
Benni,Kerryon Johnson,n:kerryon johnson,1,1,2019
Benni,Kyle Pitts,n:kyle pitts,1,1,2021
Benni,Kyler Murray,n:kyler murray,1,1,2019
Benni,LeSean McCoy,n:lesean mccoy,1,1,2015
Benni,Los Angeles Chargers,n:los angeles chargers,1,1,2018
Benni,Mark Andrews,n:mark andrews,1,1,2020
Benni,Martavis Bryant,n:martavis bryant,1,1,2017
Benni,Marvin Jones,n:marvin jones,1,1,2018
Benni,Matt Forte,n:matt forte,1,1,2016
Benni,Matthew Stafford,n:matthew stafford,1,1,2015
Benni,Michael Gallup,n:michael gallup,1,1,2020
Benni,Michael Pittman,n:michael pittman,1,1,2021
Benni,N'Keal Harry,n:nkeal harry,1,1,2019
Benni,New England Patriots,n:new england patriots,1,1,2022
Benni,New York Giants,n:new york giants,1,1,2017
Benni,New York Jets,n:new york jets,1,1,2024
Benni,Nick Chubb,n:nick chubb,1,1,2020
Benni,Patrick Mahomes,n:patrick mahomes,1,1,2022
Benni,Peyton Manning,n:peyton manning,1,1,2015
Benni,RJ Harvey,n:rj harvey,1,1,2025
Benni,Rashaad Penny,n:rashaad penny,1,1,2022
Benni,Rex Burkhead,n:rex burkhead,1,1,2018
Benni,Rome Odunze,n:rome odunze,1,1,2024
Benni,Ryan Tannehill,n:ryan tannehill,1,1,2021
Benni,Sam LaPorta,n:sam laporta,1,1,2024
Benni,Saquon Barkley,n:saquon barkley,1,1,2022
Benni,Sterling Shepard,n:sterling shepard,1,1,2016
Benni,T.J. Hockenson,n:tj hockenson,1,1,2025
Benni,Tank Dell,n:tank dell,1,1,2024
Benni,Tee Higgins,n:tee higgins,1,1,2024
Benni,Tetairoa McMillan,n:tetairoa mcmillan,1,1,2025
Benni,Travis Hunter,n:travis hunter,1,1,2025
Benni,Trey Burton,n:trey burton,1,1,2018
Benni,Treylon Burks,n:treylon burks,1,1,2023
Benni,Tyler Boyd,n:tyler boyd,1,1,2020
Benni,Tyreek Hill,n:tyreek hill,1,1,2023
Benni,Xavier Worthy,n:xavier worthy,1,1,2024
Benni,Younghoe Koo,n:younghoe koo,1,1,2023
Erik,Aaron Jones,n:aaron jones,1,1,2019
Erik,Andrew Luck,n:andrew luck,1,1,2017
Erik,Antonio Brown,n:antonio brown,1,1,2015
Erik,Antonio Gibson,n:antonio gibson,1,1,2021
Erik,Baker Mayfield,n:baker mayfield,1,1,2019
Erik,Baltimore Ravens,n:baltimore ravens,1,1,2015
Erik,Cam Newton,n:cam newton,1,1,2017
Erik,Cameron Meredith,n:cameron meredith,1,1,2017
Erik,Chase Brown,n:chase brown,1,1,2024
Erik,Chase Edmonds,n:chase edmonds,1,1,2021
Erik,Chase McLaughlin,n:chase mclaughlin,1,1,2025
Erik,Chuba Hubbard,n:chuba hubbard,1,1,2025
Erik,Clyde Edwards-Helaire,n:clyde edwards helaire,1,1,2020
Erik,Colin Kaepernick,n:colin kaepernick,1,1,2018
Erik,Cooper Kupp,n:cooper kupp,1,1,2023
Erik,D.J. Moore,n:dj moore,1,1,2022
Erik,Dallas Cowboys,n:dallas cowboys,1,1,2024
Erik,Damien Harris,n:damien harris,1,1,2023
Erik,Darnell Mooney,n:darnell mooney,1,1,2022
Erik,Darren Waller,n:darren waller,1,1,2023
Erik,David Johnson,n:david johnson,1,1,2019
Erik,David Montgomery,n:david montgomery,1,1,2020
Erik,David Njoku,n:david njoku,1,1,2025
Erik,DeMarco Murray,n:demarco murray,1,1,2015
Erik,DeVante Parker,n:devante parker,1,1,2018
Erik,DeVonta Smith,n:devonta smith,1,1,2025
Erik,Deebo Samuel,n:deebo samuel,1,1,2025
Erik,Demaryius Thomas,n:demaryius thomas,1,1,2018
Erik,Derrick Henry,n:derrick henry,1,1,2017
Erik,Derrius Guice,n:derrius guice,1,1,2020
Erik,Devin Singletary,n:devin singletary,1,1,2022
Erik,Diontae Johnson,n:diontae johnson,1,1,2020
Erik,Dorial Green-Beckham,n:dorial green beckham,1,1,2016
Erik,Drake London,n:drake london,1,1,2025
Erik,Duke Johnson,n:duke johnson,1,1,2016
Erik,Frank Gore,n:frank gore,1,1,2016
Erik,George Kittle,n:george kittle,1,1,2022
Erik,George Pickens,n:george pickens,1,1,2024
Erik,Geronimo Allison,n:geronimo allison,1,1,2019
Erik,Giovani Bernard,n:giovani bernard,1,1,2015
Erik,J.K. Dobbins,n:jk dobbins,1,1,2023
Erik,Jamaal Charles,n:jamaal charles,1,1,2015
Erik,Jamaal Williams,n:jamaal williams,1,1,2018
Erik,Jamison Crowder,n:jamison crowder,1,1,2017
Erik,Jason Sanders,n:jason sanders,1,1,2024
Erik,Jeremy Langford,n:jeremy langford,1,1,2016
Erik,Jeremy Maclin,n:jeremy maclin,1,1,2016
Erik,Jerome Ford,n:jerome ford,1,1,2024
Erik,Jordan Cameron,n:jordan cameron,1,1,2015
Erik,Jordan Howard,n:jordan howard,1,1,2018
Erik,Jordan Mason,n:jordan mason,1,1,2025
Erik,Josh Jacobs,n:josh jacobs,1,1,2019
Erik,Justin Herbert,n:justin herbert,1,1,2023
Erik,Kaleb Johnson,n:kaleb johnson,1,1,2025
Erik,Kenneth Walker,n:kenneth walker,1,1,2025
Erik,Keâ€™Shawn Vaughn,n:keâ€™shawn vaughn,1,1,2020
Erik,Ladarius Green,n:ladarius green,1,1,2016
Erik,Lamar Jackson,n:lamar jackson,1,1,2025
Erik,Lamar Miller,n:lamar miller,1,1,2018
Erik,Latavius Murray,n:latavius murray,1,1,2019
Erik,Mark Ingram,n:mark ingram,1,1,2019
Erik,Marvin Harrison,n:marvin harrison,1,1,2024
Erik,Matthew Stafford,n:matthew stafford,1,1,2021
Erik,Michael Thomas,n:michael thomas,1,1,2021
Erik,Mike Davis,n:mike davis,1,1,2021
Erik,Mike Williams,n:mike williams,1,1,2021
Erik,Miles Sanders,n:miles sanders,1,1,2020
Erik,Nick Chubb,n:nick chubb,1,1,2022
Erik,Nico Collins,n:nico collins,1,1,2025
Erik,O.J. Howard,n:oj howard,1,1,2019
Erik,Odell Beckham,n:odell beckham,1,1,2019
Erik,Philip Rivers,n:philip rivers,1,1,2015
Erik,Puka Nacua,n:puka nacua,1,1,2024
Erik,Rachaad White,n:rachaad white,1,1,2023
Erik,Raheem Mostert,n:raheem mostert,1,1,2024
Erik,Randall Cobb,n:randall cobb,1,1,2016
Erik,Rashaad Penny,n:rashaad penny,1,1,2019
Erik,Rashad Jennings,n:rashad jennings,1,1,2015
Erik,Rashod Bateman,n:rashod bateman,1,1,2022
Erik,Rhamondre Stevenson,n:rhamondre stevenson,1,1,2022
Erik,Seattle Seahawks,n:seattle seahawks,1,1,2016
Erik,Stefon Diggs,n:stefon diggs,1,1,2017
Erik,T.J. Hockenson,n:tj hockenson,1,1,2021
Erik,T.Y. Hilton,n:ty hilton,1,1,2015
Erik,Tampa Bay Buccaneers,n:tampa bay buccaneers,1,1,2022
Erik,Terrelle Pryor,n:terrelle pryor,1,1,2017
Erik,Todd Gurley,n:todd gurley,1,1,2016
Erik,Tony Romo,n:tony romo,1,1,2015
Erik,TreVeyon Henderson,n:treveyon henderson,1,1,2025
Erik,Trey McBride,n:trey mcbride,1,1,2024
Erik,Ty Montgomery,n:ty montgomery,1,1,2017
Erik,Tyler Eifert,n:tyler eifert,1,1,2016
Erik,Tyler Higbee,n:tyler higbee,1,1,2020
Erik,Tyler Lockett,n:tyler lockett,1,1,2023
Erik,Zack Moss,n:zack moss,1,1,2021
Juschka,A.J. Green,n:aj green,1,1,2016
Juschka,Aaron Jones,n:aaron jones,1,1,2021
Juschka,Adam Thielen,n:adam thielen,1,1,2020
Juschka,Alvin Kamara,n:alvin kamara,1,1,2020
Juschka,Andy Dalton,n:andy dalton,1,1,2021
Juschka,Atlanta Falcons,n:atlanta falcons,1,1,2017
Juschka,Baker Mayfield,n:baker mayfield,1,1,2025
Juschka,Baltimore Ravens,n:baltimore ravens,1,1,2025
Juschka,Brandon McManus,n:brandon mcmanus,1,1,2017
Juschka,Breece Hall,n:breece hall,1,1,2023
Juschka,Calvin Ridley,n:calvin ridley,1,1,2025
Juschka,Carolina Panthers,n:carolina panthers,1,1,2022
Juschka,Carson Palmer,n:carson palmer,1,1,2016
