Season,Week,Points.11,TE,BN.1,RB,Points.1,WR.1,K,BN.4,Points.14,Points.20,BN.13,BN.3,Opponent Total,Points.10,BN.10,Points.7,Points.18,Total,Points.5,WR,Rank,Points.8,BN.5,Points.16,BN.7,Points.17,Points.15,Points.21,Points.22,Owner,BN.9,RES.1,BN.11,Points.3,BN,Points,Points.13,BN.2,Points.12,Points.2,QB,Points.4,RES,Opponent,DEF,Points.9,BN.6,BN.8,Points.19,W/R,RB.1,BN.12,Points.6
2019,10,0.0,G. Everett TE - LA ,E. Engram TE - NYG ,T. Gurley RB - LA ,7.3,S. Diggs WR - MIN ,H. Butker K - KC ,C. Sutton WR - DEN ,0.0,,,M. Gallup WR - DAL ,109.12,0.0,,14.0,,85.08,6.8,L. Fitzgerald WR - ARI ,6,3.0,D. Chark WR - JAX ,,,,,,,Juschka,,,,7.1,D. Williams RB - KC ,16.58,0.0,L. Fournette RB - JAX ,13.6,10.8,R. Wilson QB - SEA ,4.9,,Benni,Vikings DEF ,8.9,,,,R. Jones RB - TB ,A. Ekeler RB - LAC ,,14.6
2019,10,0.0,G. Olsen TE - CAR ,T. Williams WR - LV ,E. Elliott RB - DAL ,6.3,C. Kupp WR - LA ,B. Maher K ,N. Harry WR - NE ,0.0,,,P. Barber RB - TB ,111.16,2.5,,6.0,,64.28,9.8,E. Sanders WR - SF ,7,5.0,J. Lambo K - JAX ,,,,,,,Kessi,,,,2.4,Z. Ertz TE - PHI ,11.48,0.0,S. Shepard WR - NYG ,10.7,8.2,D. Brees QB - NO ,0.0,,Marv,Chiefs DEF ,0.0,,,,J. Mixon RB - CIN ,M. Mack RB - IND ,,15.1
2019,11,0.0,M. Andrews TE - BAL ,R. Woods WR - LA ,J. Conner RB - PIT ,1.6,C. Samuel WR - CAR ,J. Slye K - CAR ,A. Mattison RB - MIN ,0.0,,,C. Carson RB - SEA ,126.48,0.0,,3.0,,64.64,13.5,J. Jones WR - ATL ,4,1.0,D. Slayton WR - NYG ,,,,,,,Benni,,,,8.7,A. Rodgers QB - GB ,16.44,0.5,D. Adams WR - GB ,0.0,11.7,M. Ryan QB - ATL ,2.5,,Erik,Steelers DEF ,0.0,,,,T. Coleman RB - SF ,D. Cook RB - MIN ,,6.2
2019,11,0.0,J. Cook TE - NO ,O. Beckham WR - CLE ,M. Ingram RB - BAL ,20.5,A. Cooper WR - DAL ,G. Zuerlein K - LA ,A. Jones RB - GB ,0.0,,,K. Drake RB - ARI ,64.64,6.0,,5.0,,126.48,9.3,D. Hopkins WR - HOU ,1,11.0,G. Kittle TE - SF ,,,,,,,Erik,,,,8.0,G. Tate WR - NYG ,32.78,0.0,D. Johnson RB - ARI ,8.0,10.4,L. Jackson QB - BAL ,3.8,,Benni,Patriots DEF ,0.0,,,,J. Brown WR - BUF ,J. Jacobs RB - LV ,,25.7
2019,11,0.0,D. Waller TE - LV ,M. Jones WR - DET ,L. Bell RB - NYJ ,15.2,T. Boyd WR - CIN ,M. Gay K - TB ,P. Lindsay RB - DEN ,20.3,,,J. Williams RB - GB ,82.56,15.9,,7.0,,108.66,7.6,K. Allen WR - LAC ,8,15.0,C. Ridley WR - ATL ,,,,,,,Ritz,,,,13.1,T. Hilton WR - IND ,31.56,7.5,A. Hooper TE - ATL ,0.0,9.2,D. Prescott QB - DAL ,1.0,,Marv,Ravens DEF ,0.0,,,,M. Gordon RB - LAC ,N. Chubb RB - CLE ,,9.0
2019,11,0.0,T. Kelce TE - KC ,C. Hyde RB - HOU ,L. McCoy RB - KC ,11.7,M. Brown WR - BAL ,W. Lutz K - NO ,K. Murray QB - ARI ,4.7,,,K. Golladay WR - DET ,108.66,12.5,,10.0,,82.56,15.2,M. Evans WR - TB ,2,9.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,6.9,J. Gordon WR - SEA ,3.96,26.7,T. Lockett WR - SEA ,3.4,19.1,D. Watson QB - HOU ,2.3,,Ritz,Rams DEF ,0.0,,,,S. Michel RB - NE ,C. McCaffrey RB - CAR ,,4.4
2019,11,0.0,K. Rudolph TE - MIN ,A. Thielen WR - MIN ,A. Peterson RB - WAS ,3.0,J. Smith-Schuster WR - PIT ,J. Tucker K - BAL ,S. Barkley RB - NYG ,0.0,,,D. Henry RB - TEN ,102.08,0.0,,11.0,,59.24,12.7,T. Hill WR - KC ,5,10.0,D. Metcalf WR - SEA ,,,,,,,Simi,,,,0.0,A. Green WR - CIN ,8.54,0.0,J. Howard RB - PHI ,0.0,5.0,T. Brady QB - NE ,2.1,,Tommy,Bills DEF ,0.0,,,,T. McLaurin WR - WAS ,D. Montgomery RB - CHI ,,6.9
2019,11,1.5,H. Henry TE - LAC ,L. Murray RB - NO ,K. Hunt RB - CLE ,5.8,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,D. Moore WR - CAR ,7.9,,,D. Freeman RB - ATL ,59.24,3.2,,8.0,,102.08,8.9,M. Thomas WR - NO ,3,14.0,D. Singletary RB - BUF ,,,,,,,Tommy,,,,17.4,M. Stafford QB - DET ,15.18,9.5,A. Robinson WR - CHI ,0.0,12.2,P. Mahomes QB - KC ,10.7,,Simi,49ers DEF ,0.0,,,,J. Edelman WR - NE ,A. Kamara RB - NO ,,9.9
2019,11,17.3,G. Everett TE - LA ,D. Williams RB - KC ,L. Fournette RB - JAX ,5.7,D. Chark WR - JAX ,H. Butker K - KC ,E. Engram TE - NYG ,14.8,,,S. Diggs WR - MIN ,105.92,1.3,,6.0,,102.36,2.0,C. Sutton WR - DEN ,7,4.0,M. Gallup WR - DAL ,,,,,,,Juschka,,,,13.82,R. Wilson QB - SEA ,33.84,0.0,T. Gurley RB - LA ,18.1,13.2,J. Allen QB - BUF ,22.4,,Kessi,Vikings DEF ,0.0,,,,R. Jones RB - TB ,A. Ekeler RB - LAC ,,1.4
2019,11,0.0,G. Olsen TE - CAR ,T. Williams WR - LV ,E. Elliott RB - DAL ,17.3,C. Kupp WR - LA ,B. Maher K ,N. Harry WR - NE ,1.0,,,P. Barber RB - TB ,102.36,8.2,,9.0,,105.92,5.7,E. Sanders WR - SF ,6,11.0,J. Lambo K - JAX ,,,,,,,Kessi,,,,3.3,Z. Ertz TE - PHI ,21.12,1.8,S. Shepard WR - NYG ,7.1,16.9,D. Brees QB - NO ,5.3,,Juschka,Chiefs DEF ,9.4,,,,J. Mixon RB - CIN ,M. Mack RB - IND ,,16.3
2019,12,9.1,M. Andrews TE - BAL ,R. Woods WR - LA ,T. Coleman RB - SF ,10.9,J. Landry WR - CLE ,Y. Koo K - ATL ,D. Cook RB - MIN ,0.0,,,J. Conner RB - PIT ,74.82,9.7,,10.0,,96.64,4.5,J. Jones WR - ATL ,4,12.0,A. Mattison RB - MIN ,,,,,,,Benni,,,,6.8,A. Rodgers QB - GB ,7.64,0.0,D. Parker WR - MIA ,0.0,5.7,M. Ryan QB - ATL ,26.8,,Marv,Steelers DEF ,9.46,,,,D. Adams WR - GB ,C. Carson RB - SEA ,,12.3
2019,12,0.0,G. Kittle TE - SF ,J. Brown WR - BUF ,A. Jones RB - GB ,3.8,O. Beckham WR - CLE ,G. Zuerlein K - LA ,J. Williams RB - IND ,0.0,,,D. Johnson RB - ARI ,112.96,9.9,,6.0,,134.16,18.9,D. Hopkins WR - HOU ,1,6.0,K. Drake RB - ARI ,,,,,,,Erik,,,,21.4,G. Tate WR - NYG ,36.26,18.1,A. Cooper WR - DAL ,0.0,3.6,L. Jackson QB - BAL ,14.4,,Tommy,Patriots DEF ,9.3,,,,M. Ingram RB - BAL ,J. Jacobs RB - LV ,,23.8
2019,12,0.0,D. Waller TE - LV ,K. Allen WR - LAC ,L. Bell RB - NYJ ,10.8,C. Ridley WR - ATL ,M. Gay K - TB ,A. Hooper TE - ATL ,8.0,,,C. Wentz QB - PHI ,81.84,0.0,,5.0,,89.58,4.1,M. Jones WR - DET ,7,13.0,J. Williams RB - GB ,,,,,,,Ritz,,,,4.6,T. Hilton WR - IND ,6.88,0.0,M. Gordon RB - LAC ,8.94,22.4,D. Prescott QB - DAL ,16.0,,Kessi,Ravens DEF ,1.8,,,,P. Lindsay RB - DEN ,N. Chubb RB - CLE ,,6.8
2019,12,0.0,T. Hockenson TE - DET ,J. Gordon WR - SEA ,C. Hyde RB - HOU ,6.7,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,8.6,,,S. Michel RB - NE ,96.64,1.0,,10.0,,74.82,0.0,M. Evans WR - TB ,2,-1.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,5.0,L. McCoy RB - KC ,18.92,16.2,T. Kelce TE - KC ,8.5,25.3,D. Watson QB - HOU ,3.8,,Benni,Rams DEF ,0.0,,,,K. Golladay WR - DET ,C. McCaffrey RB - CAR ,,6.1
2019,12,0.0,R. Griffin TE - NYJ ,T. Brady QB - NE ,D. Henry RB - TEN ,27.5,D. Metcalf WR - SEA ,J. Tucker K - BAL ,T. Hill WR - KC ,0.0,,,J. Howard RB - PHI ,76.2,11.3,,9.0,,100.18,7.3,T. McLaurin WR - WAS ,5,13.0,J. Smith-Schuster WR - PIT ,,,,,,,Simi,,,,7.2,K. Rudolph TE - MIN ,23.58,0.0,A. Thielen WR - MIN ,0.0,6.0,B. Mayfield QB - CLE ,3.5,,Juschka,Bills DEF ,0.0,,,,D. Montgomery RB - CHI ,S. Barkley RB - NYG ,,3.1
2019,12,0.0,J. Hollister TE - SEA ,D. Freeman RB - ATL ,K. Hunt RB - CLE ,10.6,C. Godwin WR - TB ,C. Boswell K - PIT ,D. Moore WR - CAR ,11.4,,,P. Mahomes QB - KC ,134.16,0.0,,10.0,,112.96,2.2,M. Thomas WR - NO ,3,11.0,D. Singletary RB - BUF ,,,,,,,Tommy,,,,16.1,A. Robinson WR - CHI ,13.16,25.4,H. Henry TE - LAC ,0.0,10.2,J. Brissett QB - IND ,30.4,,Erik,49ers DEF ,19.1,,,,J. Edelman WR - NE ,A. Kamara RB - NO ,,9.3
2019,12,0.0,J. Graham TE - GB ,E. Engram TE - NYG ,T. Gurley RB - LA ,1.9,D. Chark WR - JAX ,M. Prater K - DET ,J. Allen QB - BUF ,0.0,,,M. Gallup WR - DAL ,100.18,0.0,,10.0,,76.2,0.7,C. Sutton WR - DEN ,6,5.0,H. Butker K - KC ,,,,,,,Juschka,,,,2.7,S. Diggs WR - MIN ,9.5,19.0,A. Ekeler RB - LAC ,5.5,27.9,R. Wilson QB - SEA ,5.8,,Simi,Saints DEF ,0.0,,,,R. Jones RB - TB ,L. Fournette RB - JAX ,,12.7
2019,12,3.2,Z. Ertz TE - PHI ,S. Shepard WR - NYG ,E. Elliott RB - DAL ,12.6,C. Kupp WR - LA ,B. Maher K ,N. Harry WR - NE ,0.0,,,M. Mack RB - IND ,89.58,3.7,,9.0,,81.84,15.1,E. Sanders WR - SF ,8,8.0,Chiefs DEF ,,,,,,,Kessi,,,,1.5,G. Olsen TE - CAR ,22.44,7.0,P. Barber RB - TB ,0.0,7.9,D. Brees QB - NO ,3.5,,Ritz,Lions DEF ,4.4,,,,T. Williams WR - LV ,J. Mixon RB - CIN ,,1.8
2019,13,27.9,M. Andrews TE - BAL ,R. Tannehill QB - TEN ,D. Cook RB - MIN ,10.4,D. Adams WR - GB ,M. Crosby K - GB ,J. Conner RB - PIT ,7.3,,,T. Coleman RB - SF ,61.86,13.78,,7.0,,114.92,11.0,J. Landry WR - CLE ,3,13.0,A. Mattison RB - MIN ,,,,,,,Benni,,,,7.6,J. Jones WR - ATL ,28.12,0.0,D. Parker WR - MIA ,1.5,16.9,A. Rodgers QB - GB ,18.4,,Kessi,Steelers DEF ,0.0,,,,J. Williams RB - IND ,C. Carson RB - SEA ,,2.5
2019,13,8.5,G. Kittle TE - SF ,J. Brown WR - BUF ,M. Ingram RB - BAL ,6.2,O. Beckham WR - CLE ,G. Zuerlein K - LA ,K. Drake RB - ARI ,22.7,,,D. Johnson RB - ARI ,85.4,7.72,,10.0,,68.94,1.4,D. Hopkins WR - HOU ,1,2.0,R. Penny RB - SEA ,,,,,,,Erik,,,,10.64,G. Tate WR - NYG ,22.3,5.1,A. Cooper WR - DAL ,2.4,3.1,L. Jackson QB - BAL ,2.9,,Juschka,Patriots DEF ,0.0,,,,J. Jacobs RB - LV ,A. Jones RB - GB ,,10.4
2019,13,24.4,D. Waller TE - LV ,M. Jones WR - DET ,L. Bell RB - NYJ ,6.7,C. Ridley WR - ATL ,M. Gay K - TB ,P. Lindsay RB - DEN ,5.0,,,A. Hooper TE - ATL ,95.54,10.0,,8.0,,92.2,10.0,K. Allen WR - LAC ,7,4.0,Ravens DEF ,,,,,,,Ritz,,,,12.8,T. Hilton WR - IND ,22.7,6.2,C. Wentz QB - PHI ,0.0,7.9,D. Prescott QB - DAL ,9.1,,Simi,Panthers DEF ,0.0,,,,M. Gordon RB - LAC ,N. Chubb RB - CLE ,,11.0
2019,13,21.8,T. Kelce TE - KC ,W. Fuller WR - HOU ,C. McCaffrey RB - CAR ,10.2,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,12.7,,,S. Michel RB - NE ,74.4,0.8,,14.0,,109.86,9.0,M. Evans WR - TB ,2,18.0,B. Snell RB - PIT ,,,,,,,Marv,,,,5.3,C. Hyde RB - HOU ,27.86,0.1,K. Golladay WR - DET ,4.5,16.5,D. Watson QB - HOU ,0.0,,Tommy,Rams DEF ,2.2,,,,L. McCoy RB - KC ,M. Sanders RB - PHI ,,9.0
2019,13,0.0,J. Cook TE - NO ,K. Cousins QB - MIN ,D. Henry RB - TEN ,20.6,T. McLaurin WR - WAS ,J. Tucker K - BAL ,J. Smith-Schuster WR - PIT ,5.5,,,J. Howard RB - PHI ,92.2,17.04,,8.0,,95.54,8.5,T. Hill WR - KC ,5,2.0,D. Metcalf WR - SEA ,,,,,,,Simi,,,,5.1,K. Rudolph TE - MIN ,24.34,0.0,A. Thielen WR - MIN ,0.0,11.5,T. Brady QB - NE ,0.8,,Ritz,Jets DEF ,11.0,,,,D. Montgomery RB - CHI ,S. Barkley RB - NYG ,,14.7
2019,13,12.5,H. Henry TE - LAC ,D. Freeman RB - ATL ,A. Kamara RB - NO ,8.4,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,D. Moore WR - CAR ,13.32,,,J. Hollister TE - SEA ,109.86,6.4,,1.0,,74.4,1.0,M. Thomas WR - NO ,4,4.0,K. Murray QB - ARI ,,,,,,,Tommy,,,,4.8,J. Edelman WR - NE ,19.5,13.2,K. Hunt RB - CLE ,4.4,16.1,P. Mahomes QB - KC ,5.0,,Marv,49ers DEF ,15.9,,,,A. Robinson WR - CHI ,D. Singletary RB - BUF ,,14.6
2019,13,6.3,J. Graham TE - GB ,L. Fournette RB - JAX ,T. Gurley RB - LA ,17.5,D. Chark WR - JAX ,H. Butker K - KC ,J. Allen QB - BUF ,8.0,,,C. Sutton WR - DEN ,68.94,9.1,,10.0,,85.4,1.6,S. Diggs WR - MIN ,6,16.0,M. Prater K - DET ,,,,,,,Juschka,,,,5.2,E. Engram TE - NYG ,16.9,23.54,M. Gallup WR - DAL ,19.4,0.8,R. Wilson QB - SEA ,4.7,,Erik,Saints DEF ,0.0,,,,A. Ekeler RB - LAC ,R. Jones RB - TB ,,12.7
2019,13,18.4,Z. Ertz TE - PHI ,S. Shepard WR - NYG ,E. Elliott RB - DAL ,13.7,C. Kupp WR - LA ,B. Maher K ,N. Harry WR - NE ,18.0,,,M. Mack RB - IND ,114.92,10.0,,1.0,,61.86,2.4,E. Sanders WR - SF ,8,3.0,Chiefs DEF ,,,,,,,Kessi,,,,4.1,G. Olsen TE - CAR ,11.26,0.0,P. Barber RB - TB ,0.0,13.0,D. Brees QB - NO ,12.5,,Benni,Lions DEF ,2.2,,,,T. Williams WR - LV ,J. Mixon RB - CIN ,,0.9
2019,14,22.9,M. Andrews TE - BAL ,J. Landry WR - CLE ,D. Cook RB - MIN ,13.5,D. Adams WR - GB ,M. Crosby K - GB ,A. Mattison RB - MIN ,18.0,,,J. Conner RB - PIT ,103.16,7.6,,8.0,,63.9,1.4,J. Jones WR - ATL ,3,7.0,Steelers DEF ,,,,,,,Benni,,,,6.6,R. Tannehill QB - TEN ,11.4,6.4,R. Mostert RB - SF ,0.0,9.1,A. Rodgers QB - GB ,4.1,,Ritz,Packers DEF ,27.54,,,,D. Parker WR - MIA ,C. Carson RB - SEA ,,2.8
2019,14,14.3,G. Kittle TE - SF ,J. Brown WR - BUF ,M. Ingram RB - BAL ,7.9,O. Beckham WR - CLE ,G. Zuerlein K - LA ,R. Penny RB - SEA ,0.0,,,K. Drake RB - ARI ,166.46,2.6,,4.0,,101.9,12.7,D. Hopkins WR - HOU ,1,5.0,J. Jacobs RB - LV ,,,,,,,Erik,,,,19.2,G. Tate WR - NYG ,19.8,1.6,A. Cooper WR - DAL ,6.7,25.2,L. Jackson QB - BAL ,3.9,,Kessi,Patriots DEF ,1.1,,,,D. Guice RB - WAS ,A. Jones RB - GB ,,4.2
2019,14,0.0,D. Waller TE - LV ,M. Jones WR - DET ,P. Lindsay RB - DEN ,11.5,C. Ridley WR - ATL ,M. Gay K - TB ,A. Hooper TE - ATL ,9.0,,,C. Wentz QB - PHI ,63.9,3.8,,8.0,,103.16,5.2,K. Allen WR - LAC ,7,13.0,Ravens DEF ,,,,,,,Ritz,,,,8.3,T. Hilton WR - IND ,17.46,3.2,L. Bell RB - NYJ ,19.9,11.7,D. Prescott QB - DAL ,13.6,,Benni,Vikings DEF ,0.0,,,,M. Gordon RB - LAC ,N. Chubb RB - CLE ,,14.4
2019,14,11.8,T. Kelce TE - KC ,W. Fuller WR - HOU ,C. McCaffrey RB - CAR ,13.5,T. Lockett WR - SEA ,W. Lutz K - NO ,M. Brown WR - BAL ,6.9,,,S. Michel RB - NE ,76.48,0.0,,12.0,,104.88,11.0,M. Evans WR - TB ,2,14.0,M. Sanders RB - PHI ,,,,,,,Marv,,,,12.1,L. McCoy RB - KC ,28.08,-0.2,K. Golladay WR - DET ,0.9,2.1,D. Watson QB - HOU ,4.3,,Simi,Rams DEF ,4.3,,,,C. Hyde RB - HOU ,B. Snell RB - PIT ,,7.8
2019,14,0.0,K. Rudolph TE - MIN ,T. Brady QB - NE ,D. Henry RB - TEN ,22.9,D. Metcalf WR - SEA ,J. Tucker K - BAL ,J. Smith-Schuster WR - PIT ,6.6,,,J. Howard RB - PHI ,104.88,10.76,,6.0,,76.48,1.1,T. Hill WR - KC ,6,4.0,D. Montgomery RB - CHI ,,,,,,,Simi,,,,7.0,J. Cook TE - NO ,13.58,0.0,A. Thielen WR - MIN ,0.0,6.7,K. Cousins QB - MIN ,7.8,,Marv,Jets DEF ,18.4,,,,J. White RB - NE ,S. Barkley RB - NYG ,,7.4
2019,14,3.4,H. Henry TE - LAC ,D. Freeman RB - ATL ,K. Hunt RB - CLE ,12.8,C. Godwin WR - TB ,Z. Gonzalez K - ARI ,K. Murray QB - ARI ,11.8,,,D. Moore WR - CAR ,95.1,15.4,,5.0,,87.22,9.9,M. Thomas WR - NO ,4,-2.0,D. Singletary RB - BUF ,,,,,,,Tommy,,,,19.4,J. Edelman WR - NE ,13.92,9.96,J. Hollister TE - SEA ,8.1,2.3,P. Mahomes QB - KC ,9.1,,Juschka,49ers DEF ,16.3,,,,A. Robinson WR - CHI ,A. Kamara RB - NO ,,16.8
2019,14,5.9,J. Graham TE - GB ,M. Gallup WR - DAL ,T. Gurley RB - LA ,17.3,D. Chark WR - JAX ,H. Butker K - KC ,J. Allen QB - BUF ,1.0,,,C. Sutton WR - DEN ,87.22,10.9,,11.0,,95.1,4.9,S. Diggs WR - MIN ,5,1.0,M. Prater K - DET ,,,,,,,Juschka,,,,9.2,E. Engram TE - NYG ,10.6,10.74,R. Jones RB - TB ,3.4,6.3,R. Wilson QB - SEA ,7.5,,Tommy,Saints DEF ,0.0,,,,A. Ekeler RB - LAC ,L. Fournette RB - JAX ,,27.3
2019,14,3.6,Z. Ertz TE - PHI ,T. Williams WR - LV ,E. Elliott RB - DAL ,21.3,C. Kupp WR - LA ,B. Maher K ,N. Harry WR - NE ,2.0,,,P. Barber RB - TB ,101.9,3.5,,6.0,,166.46,21.1,E. Sanders WR - SF ,8,6.0,Lions DEF ,,,,,,,Kessi,,,,27.1,G. Olsen TE - CAR ,40.06,1.2,S. Shepard WR - NYG ,5.3,24.6,D. Brees QB - NO ,10.5,,Erik,Chiefs DEF ,0.0,,,,M. Mack RB - IND ,J. Mixon RB - CIN ,,9.8
2019,15,19.2,T. Higbee TE - LA ,J. Winston QB - TB ,D. Cook RB - MIN ,4.3,D. Adams WR - GB ,R. Gould K - SF ,M. Andrews TE - BAL ,0.0,,,D. Washington RB - LV ,134.62,32.72,,10.0,,132.86,11.1,J. Jones WR - ATL ,3,6.0,A. Mattison RB - MIN ,,,,,,,Benni,,,,25.4,J. Landry WR - CLE ,24.16,11.2,D. Parker WR - MIA ,2.2,25.7,R. Tannehill QB - TEN ,16.3,,Marv,Steelers DEF ,2.3,,,,R. Mostert RB - SF ,C. Carson RB - SEA ,,9.9
2019,15,6.6,G. Kittle TE - SF ,A. Peterson RB - WAS ,M. Ingram RB - BAL ,22.6,A. Brown WR - TEN ,G. Zuerlein K - LA ,K. Drake RB - ARI ,10.9,,,D. Johnson RB - ARI ,83.2,15.1,,1.0,,142.38,13.4,D. Hopkins WR - HOU ,1,20.0,J. Jacobs RB - LV ,,,,,,,Erik,,,,11.9,G. Tate WR - NYG ,37.08,38.6,O. Beckham WR - CLE ,0.6,17.1,L. Jackson QB - BAL ,17.4,,Tommy,Patriots DEF ,11.1,,,,A. Cooper WR - DAL ,A. Jones RB - GB ,,1.9
2019,15,21.54,D. Waller TE - LV ,L. Bell RB - NYJ ,P. Lindsay RB - DEN ,3.2,D. Slayton WR - NYG ,M. Gay K - TB ,D. Samuel WR - SF ,27.0,,,A. Hooper TE - ATL ,97.52,8.8,,8.0,,88.28,12.2,K. Allen WR - LAC ,7,5.0,Vikings DEF ,,,,,,,Ritz,,,,9.9,T. Hilton WR - IND ,17.68,3.7,C. Wentz QB - PHI ,2.0,20.8,D. Prescott QB - DAL ,9.1,,Simi,Ravens DEF ,2.5,,,,M. Gordon RB - LAC ,N. Chubb RB - CLE ,,2.4
2019,15,0.0,T. Kelce TE - KC ,R. Woods WR - LA ,C. McCaffrey RB - CAR ,29.5,K. Golladay WR - DET ,W. Lutz K - NO ,M. Brown WR - BAL ,0.1,,,S. Michel RB - NE ,132.86,1.7,,10.0,,134.62,14.2,T. Lockett WR - SEA ,2,-4.0,B. Snell RB - PIT ,,,,,,,Marv,,,,18.0,L. McCoy RB - KC ,16.92,10.5,M. Evans WR - TB ,10.3,29.2,D. Watson QB - HOU ,4.4,,Benni,Rams DEF ,1.6,,,,C. Hyde RB - HOU ,M. Sanders RB - PHI ,,16.4
2019,15,3.0,J. Cook TE - NO ,K. Cousins QB - MIN ,D. Henry RB - TEN ,8.6,D. Metcalf WR - SEA ,J. Tucker K - BAL ,J. Howard RB - PHI ,0.0,,,J. White RB - NE ,88.28,11.68,,4.0,,97.52,5.4,T. Hill WR - KC ,6,7.0,J. Smith-Schuster WR - PIT ,,,,,,,Simi,,,,18.8,K. Rudolph TE - MIN ,12.92,0.0,A. Thielen WR - MIN ,12.2,26.3,T. Brady QB - NE ,9.6,,Ritz,Seahawks DEF ,4.8,,,,D. Montgomery RB - CHI ,S. Barkley RB - NYG ,,4.9
2019,15,12.6,H. Henry TE - LAC ,D. Freeman RB - ATL ,A. Kamara RB - NO ,8.9,C. Godwin WR - TB ,J. Sanders K - MIA ,D. Moore WR - CAR ,16.36,,,K. Hunt RB - CLE ,142.38,5.5,,8.0,,83.2,0.9,M. Thomas WR - NO ,4,4.0,K. Murray QB - ARI ,,,,,,,Tommy,,,,18.8,A. Robinson WR - CHI ,22.7,12.3,J. Garoppolo QB - SF ,7.6,6.9,P. Mahomes QB - KC ,12.1,,Erik,49ers DEF ,12.5,,,,J. Edelman WR - NE ,D. Singletary RB - BUF ,,0.9
2019,15,4.9,J. Graham TE - GB ,M. Gallup WR - DAL ,T. Gurley RB - LA ,17.8,C. Sutton WR - DEN ,H. Butker K - KC ,D. Chark WR - JAX ,5.0,,,J. Allen QB - BUF ,113.88,0.6,,9.0,,82.44,0.0,S. Diggs WR - MIN ,5,5.0,M. Prater K - DET ,,,,,,,Juschka,,,,8.0,E. Engram TE - NYG ,19.34,0.0,R. Jones RB - TB ,16.36,7.3,R. Wilson QB - SEA ,7.9,,Kessi,Saints DEF ,0.0,,,,A. Ekeler RB - LAC ,L. Fournette RB - JAX ,,8.1
2019,15,11.1,Z. Ertz TE - PHI ,T. Williams WR - LV ,E. Elliott RB - DAL ,28.0,C. Kupp WR - LA ,J. Myers K - SEA ,N. Harry WR - NE ,3.0,,,P. Barber RB - TB ,82.44,10.5,,6.0,,113.88,12.1,E. Sanders WR - SF ,8,11.0,Lions DEF ,,,,,,,Kessi,,,,0.9,G. Olsen TE - CAR ,28.28,9.7,S. Shepard WR - NYG ,4.0,15.6,D. Brees QB - NO ,10.1,,Juschka,Chiefs DEF ,0.0,,,,M. Mack RB - IND ,J. Mixon RB - CIN ,,1.9
2019,16,7.4,M. Andrews TE - BAL ,R. Tannehill QB - TEN ,C. Carson RB - SEA ,6.0,D. Adams WR - GB ,R. Gould K - SF ,K. Johnson RB - DET ,-1.0,,,J. Hollister TE - SEA ,122.54,23.68,,10.0,,99.9,21.3,J. Jones WR - ATL ,3,5.0,Giants DEF ,,,,,,,Benni,,,,16.6,A. Green WR - CIN ,11.0,4.3,J. Landry WR - CLE ,6.4,3.3,J. Winston QB - TB ,9.6,,Tommy,Steelers DEF ,0.0,,,,D. Parker WR - MIA ,M. Boone RB - MIN ,,17.1
2019,16,30.4,G. Kittle TE - SF ,D. Johnson RB - ARI ,M. Ingram RB - BAL ,15.1,A. Cooper WR - DAL ,Y. Koo K - ATL ,J. Jacobs RB - LV ,5.0,,,A. Brown WR - TEN ,125.46,0.7,,6.0,,112.02,13.9,D. Hopkins WR - HOU ,1,5.0,Broncos DEF ,,,,,,,Erik,,,,2.3,O. Beckham WR - CLE ,29.82,0.0,K. Drake RB - ARI ,14.3,11.5,L. Jackson QB - BAL ,2.4,,Marv,Patriots DEF ,10.4,,,,A. Jones RB - GB ,A. Peterson RB - WAS ,,26.0
2019,16,9.3,D. Waller TE - LV ,T. Hilton WR - IND ,J. Conner RB - PIT ,3.2,T. McLaurin WR - WAS ,M. Gay K - TB ,A. Hooper TE - ATL ,0.0,,,M. Gordon RB - LAC ,78.56,2.6,,10.0,,69.7,3.7,K. Allen WR - LAC ,7,4.0,D. Slayton WR - NYG ,,,,,,,Ritz,,,,6.6,A. Rodgers QB - GB ,11.3,8.2,L. Bell RB - NYJ ,16.7,4.5,D. Prescott QB - DAL ,8.6,,Juschka,Ravens DEF ,8.34,,,,P. Lindsay RB - DEN ,N. Chubb RB - CLE ,,17.8
2019,16,24.8,T. Kelce TE - KC ,C. Hyde RB - HOU ,C. McCaffrey RB - CAR ,17.3,K. Golladay WR - DET ,W. Lutz K - NO ,M. Brown WR - BAL ,9.0,,,S. Michel RB - NE ,112.02,9.7,,8.0,,125.46,13.4,T. Lockett WR - SEA ,2,30.0,Rams DEF ,,,,,,,Marv,,,,1.2,L. McCoy RB - KC ,9.06,0.6,T. Boyd WR - CIN ,10.1,21.6,D. Watson QB - HOU ,12.6,,Erik,Colts DEF ,0.0,,,,R. Woods WR - LA ,M. Sanders RB - PHI ,,12.3
