Season,Week,Points.11,TE,BN.1,RB,Points.1,WR.1,K,BN.4,Points.14,Points.20,BN.13,BN.3,Opponent Total,Points.10,BN.10,Points.7,Points.18,Total,Points.5,WR,Rank,Points.8,BN.5,Points.16,BN.7,Points.17,Points.15,Points.21,Points.22,Owner,BN.9,RES.1,BN.11,Points.3,BN,Points,Points.13,BN.2,Points.12,Points.2,QB,Points.4,RES,Opponent,DEF,Points.9,BN.6,BN.8,Points.19,W/R,RB.1,BN.12,Points.6
2016,11,0.0,T. Kelce TE - KC ,M. Ingram RB - NO ,D. Murray RB - TEN ,13.9,A. Cooper WR - LV ,J. Tucker K - BAL ,T. Gabriel WR - ATL ,0.00,,,T. Pryor WR - CLE ,87.78,7.5,,5.0,,99.8,10.3,D. Baldwin WR - SEA ,3,7.0,Broncos DEF ,,,,,,,Benni,,,,15.0,M. Forte RB - NYJ ,28.4,0.0,B. Marshall WR - NYJ ,9.7,8.4,T. Brady QB - NE ,11.7,,Simi,Dolphins DEF ,0.0,,,,G. Tate WR - DET ,J. Ajayi RB - MIA ,,0.1
2016,11,8.8,J. Reed TE - WAS ,M. Gordon RB - LAC ,T. Gurley RB - LA ,13.6,S. Diggs WR - MIN ,D. Hopkins K - WAS ,D. Booker RB - DEN ,0.00,,,T. Williams WR - LAC ,95.14,0.0,,6.0,,133.78,7.9,M. Evans WR - TB ,1,20.0,J. Lambo K - LAC ,,,,,,,Erik,,,,10.5,A. Gates TE - LAC ,12.38,0.0,T. Rawls RB - SEA ,0.0,28.0,C. Newton QB - CAR ,3.7,,Ritz,Vikings DEF ,0.0,,,,R. Kelley RB - WAS ,D. Johnson RB - ARI ,,31.7
2016,11,7.5,M. Bennett TE - NE ,R. Cobb WR - GB ,F. Gore RB - IND ,12.1,O. Beckham WR - NYG ,S. Gostkowski K - NE ,C. Prosise RB - SEA ,-,,,D. Moncrief WR - IND ,133.78,8.4,,6.0,,95.14,1.4,D. Adams WR - GB ,4,4.0,-,,,,,,,Ritz,,,,4.2,R. Gronkowski TE - NE ,29.34,14.1,M. Wallace WR - BAL ,9.7,17.3,A. Rodgers QB - GB ,4.6,,Erik,Chiefs DEF ,0.0,,,,J. Crowder WR - WAS ,L. Miller RB - HOU ,,16.2
2016,11,12.2,C. Fleener TE - NO ,B. Roethlisberger QB - PIT ,L. Bell RB - PIT ,26.1,M. Thomas WR - NO ,C. Santos K - KC ,D. Hopkins WR - HOU ,2.00,,,A. Luck QB - IND ,60.92,8.68,,5.0,,115.9,7.7,T. Hilton WR - IND ,2,7.0,Texans DEF ,,,,,,,Marv,,,,15.7,J. Thomas TE - JAX ,22.5,5.8,R. Matthews WR - TEN ,18.68,12.7,M. Mariota QB - TEN ,6.8,,Juschka,Seahawks DEF ,1.2,,,,L. Blount RB - NE ,E. Elliott RB - DAL ,,12.4
2016,11,0.0,G. Olsen TE - CAR ,J. Starks RB - GB ,J. Stewart RB - CAR ,9.9,A. Robinson WR - JAX ,A. Vinatieri K - IND ,T. West RB - BAL ,25.64,,,D. Sproles RB - PHI ,99.8,13.1,,6.0,,87.78,3.3,J. Edelman WR - NE ,8,7.0,D. Prescott QB - DAL ,,,,,,,Simi,,,,14.9,M. Crabtree WR - LV ,24.28,11.3,J. Jones WR - ATL ,2.1,6.3,R. Wilson QB - SEA ,7.8,,Benni,Rams DEF ,0.5,,,,T. Riddick RB - DET ,J. Hill RB - CIN ,,8.3
2016,11,0.0,J. Graham TE - SEA ,J. Charles RB - KC ,R. Mathews RB - PHI ,3.1,B. Cooks WR - NO ,S. Hauschka K - SEA ,T. Coleman RB - ATL ,-,,,I. Crowell RB - CLE ,74.4,0.0,,8.0,,77.64,10.6,D. Bryant WR - DAL ,5,7.0,-,,,,,,,Tommy,,,,20.0,M. Ryan QB - ATL ,8.54,0.0,J. Brown WR - ARI ,2.3,9.2,T. Taylor QB - BUF ,4.9,,Kessi,Giants DEF ,0.0,,,,L. Fitzgerald WR - ARI ,L. Murray RB - LV ,,6.3
2016,11,15.28,D. Walker TE - TEN ,D. Thomas WR - DEN ,T. Hightower RB - NO ,12.6,J. Landry WR - MIA ,D. Bailey K - DAL ,D. Freeman RB - ATL ,0.00,,,M. Gillislee RB - BUF ,115.9,0.0,,9.0,,60.92,3.6,A. Green WR - CIN ,7,1.0,M. Bryant K - ATL ,,,,,,,Juschka,,,,0.0,E. Sanders WR - DEN ,11.12,0.0,A. Dalton QB - CIN ,7.2,10.5,M. Stafford QB - DET ,8.8,,Marv,Eagles DEF ,0.0,,,,K. Britt WR - LA ,L. McCoy RB - BUF ,,4.3
2016,11,5.6,T. Eifert TE - CIN ,D. Lewis RB - NE ,S. Ware RB - KC ,8.5,A. Brown WR - PIT ,M. Crosby K - GB ,C. Hyde RB - SF ,0.00,,,D. Carr QB - LV ,77.64,4.9,,6.0,,74.4,3.7,J. Nelson WR - GB ,6,4.0,B. McManus K - DEN ,,,,,,,Kessi,,,,8.8,D. Jackson WR - WAS ,15.4,11.0,K. Benjamin WR - CAR ,21.6,9.9,D. Brees QB - NO ,7.6,,Tommy,Cardinals DEF ,11.1,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,10.5
2016,12,13.1,T. Kelce TE - KC ,B. Roethlisberger QB - PIT ,D. Murray RB - TEN ,8.4,D. Baldwin WR - SEA ,J. Tucker K - BAL ,W. Smallwood RB - PHI ,5.0,,,S. Watkins WR - BUF ,115.82,20.84,,19.0,,91.24,10.1,B. Marshall WR - NYJ ,5,2.0,Broncos DEF ,,,,,,,Benni,,,,12.7,M. Ingram RB - NO ,19.04,4.7,T. Pryor WR - CLE ,8.0,11.6,T. Brady QB - NE ,3.4,,Ritz,Bills DEF ,28.7,,,,M. Forte RB - NYJ ,J. Ajayi RB - MIA ,,5.0
2016,12,8.9,J. Reed TE - WAS ,T. West RB - BAL ,M. Gordon RB - LAC ,8.9,S. Shepard WR - NYG ,J. Lambo K - LAC ,T. Williams WR - LAC ,10.1,,,S. Diggs WR - MIN ,124.14,6.4,,3.0,,107.34,21.5,M. Evans WR - TB ,2,3.0,D. Booker RB - DEN ,,,,,,,Erik,,,,22.4,A. Gates TE - LAC ,20.44,13.0,T. Gurley RB - LA ,0.0,22.1,C. Newton QB - CAR ,2.2,,Marv,Vikings DEF ,0.0,,,,T. Rawls RB - SEA ,D. Johnson RB - ARI ,,3.8
2016,12,5.6,K. Rudolph TE - MIN ,R. Cobb WR - GB ,F. Gore RB - IND ,3.1,O. Beckham WR - NYG ,C. Sturgis K - PHI ,D. Moncrief WR - IND ,2.2,,,C. Michael RB - GB ,91.24,4.1,,9.0,,115.82,6.4,D. Adams WR - GB ,3,15.0,J. White RB - NE ,,,,,,,Ritz,,,,23.3,R. Gronkowski TE - NE ,23.12,10.5,M. Wallace WR - BAL ,0.4,5.5,A. Rodgers QB - GB ,21.6,,Benni,Chiefs DEF ,0.0,,,,J. Crowder WR - WAS ,L. Miller RB - HOU ,,8.8
2016,12,5.4,C. Fleener TE - NO ,J. Thomas TE - JAX ,L. Bell RB - PIT ,20.2,A. Cooper WR - LV ,C. Santos K - KC ,D. Hopkins WR - HOU ,7.0,,,A. Luck QB - IND ,107.34,0.0,,8.0,,124.14,5.9,R. Matthews WR - TEN ,1,7.0,Seahawks DEF ,,,,,,,Marv,,,,12.4,L. Blount RB - NE ,21.64,7.0,T. Hilton WR - IND ,0.0,24.0,M. Mariota QB - TEN ,2.2,,Erik,Saints DEF ,6.7,,,,M. Thomas WR - NO ,E. Elliott RB - DAL ,,22.8
2016,12,5.4,G. Olsen TE - CAR ,J. Starks RB - GB ,J. Hill RB - CIN ,8.2,J. Jones WR - ATL ,A. Vinatieri K - IND ,A. Robinson WR - JAX ,21.7,,,T. Riddick RB - DET ,126.7,6.8,,1.0,,61.74,4.5,J. Edelman WR - NE ,8,11.0,D. Prescott QB - DAL ,,,,,,,Simi,,,,8.3,J. Stewart RB - CAR ,10.04,2.4,D. Sproles RB - PHI ,5.8,4.2,R. Wilson QB - SEA ,3.5,,Kessi,Ravens DEF ,21.6,,,,M. Crabtree WR - LV ,R. Kelley RB - WAS ,,11.0
2016,12,2.0,J. Graham TE - SEA ,T. Taylor QB - BUF ,L. Murray RB - LV ,14.8,B. Cooks WR - NO ,S. Hauschka K - SEA ,I. Crowell RB - CLE ,6.4,,,J. Brown WR - ARI ,114.78,20.44,,3.0,,83.56,4.7,D. Bryant WR - DAL ,7,23.0,D. Parker WR - MIA ,,,,,,,Tommy,,,,7.2,R. Mathews RB - PHI ,18.26,7.1,S. Smith WR - BAL ,1.9,7.3,M. Ryan QB - ATL ,0.0,,Juschka,Giants DEF ,0.0,,,,L. Fitzgerald WR - ARI ,T. Coleman RB - ATL ,,5.3
2016,12,6.0,D. Walker TE - TEN ,E. Sanders WR - DEN ,L. McCoy RB - BUF ,27.4,J. Landry WR - MIA ,M. Bryant K - ATL ,A. Green WR - CIN ,0.0,,,A. Dalton QB - CIN ,83.56,22.2,,8.0,,114.78,11.0,K. Britt WR - LA ,6,0.0,M. Gillislee RB - BUF ,,,,,,,Juschka,,,,11.2,B. LaFell WR - CIN ,16.28,0.0,D. Thomas WR - DEN ,12.72,19.7,M. Stafford QB - DET ,4.7,,Tommy,Eagles DEF ,3.8,,,,T. Hightower RB - NO ,D. Freeman RB - ATL ,,16.5
2016,12,9.6,T. Eifert TE - CIN ,D. Lewis RB - NE ,C. Hyde RB - SF ,15.5,A. Brown WR - PIT ,B. McManus K - DEN ,D. Carr QB - LV ,9.0,,,K. Benjamin WR - CAR ,61.74,5.8,,9.0,,126.7,12.8,J. Nelson WR - GB ,4,1.0,M. Crosby K - GB ,,,,,,,Kessi,,,,9.1,D. Jackson WR - WAS ,32.5,17.4,S. Ware RB - KC ,11.3,12.7,D. Brees QB - NO ,27.1,,Simi,Cardinals DEF ,17.8,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,7.0
2016,13,0.0,T. Kelce TE - KC ,B. Roethlisberger QB - PIT ,M. Forte RB - NYJ ,7.9,D. Baldwin WR - SEA ,J. Tucker K - BAL ,M. Mitchell WR - NE ,1.9,,,S. Watkins WR - BUF ,93.56,17.56,,10.0,,88.56,14.0,B. Marshall WR - NYJ ,6,17.0,W. Smallwood RB - PHI ,,,,,,,Benni,,,,4.3,D. Murray RB - TEN ,14.86,8.2,T. Pryor WR - CLE ,3.8,8.7,T. Brady QB - NE ,6.5,,Erik,Broncos DEF ,0.0,,,,M. Ingram RB - NO ,J. Ajayi RB - MIA ,,5.3
2016,13,4.7,A. Gates TE - LAC ,J. Reed TE - WAS ,M. Gordon RB - LAC ,19.8,S. Diggs WR - MIN ,D. Bailey K - DAL ,T. Williams WR - LAC ,8.0,,,T. Rawls RB - SEA ,88.56,0.0,,5.0,,93.56,3.7,M. Evans WR - TB ,2,12.0,Vikings DEF ,,,,,,,Erik,,,,5.8,C. Newton QB - CAR ,2.16,10.7,T. Gurley RB - LA ,23.8,29.5,C. Kaepernick QB - SF ,5.9,,Benni,Patriots DEF ,12.48,,,,D. Booker RB - DEN ,D. Johnson RB - ARI ,,9.7
2016,13,0.0,K. Rudolph TE - MIN ,M. Wallace WR - BAL ,F. Gore RB - IND ,7.9,O. Beckham WR - NYG ,C. Sturgis K - PHI ,J. Crowder WR - WAS ,0.0,,,C. Michael RB - GB ,90.64,5.9,,2.0,,61.46,4.5,D. Adams WR - GB ,3,9.0,D. Henry RB - TEN ,,,,,,,Ritz,,,,1.7,A. Peterson RB - MIN ,15.96,10.2,M. Jones WR - DET ,1.9,1.8,A. Rodgers QB - GB ,10.0,,Juschka,Chiefs DEF ,0.0,,,,D. Moncrief WR - IND ,L. Miller RB - HOU ,,8.6
2016,13,0.0,C. Fleener TE - NO ,T. Hilton WR - IND ,L. Bell RB - PIT ,16.2,M. Thomas WR - NO ,C. Santos K - KC ,A. Cooper WR - LV ,1.0,,,M. Mariota QB - TEN ,111.04,14.6,,3.0,,112.82,8.6,D. Hopkins WR - HOU ,1,8.0,Saints DEF ,,,,,,,Marv,,,,11.8,J. Thomas TE - JAX ,29.72,11.9,R. Matthews WR - TEN ,0.0,16.5,A. Luck QB - IND ,4.2,,Kessi,Seahawks DEF ,0.0,,,,L. Blount RB - NE ,E. Elliott RB - DAL ,,14.8
2016,13,3.1,G. Olsen TE - CAR ,J. Starks RB - GB ,T. Riddick RB - DET ,7.7,J. Jones WR - ATL ,A. Vinatieri K - IND ,D. Prescott QB - DAL ,6.3,,,T. Gabriel WR - ATL ,101.78,0.1,,13.0,,99.98,3.0,J. Edelman WR - NE ,8,15.0,R. Kelley RB - WAS ,,,,,,,Simi,,,,10.1,J. Stewart RB - CAR ,15.98,11.26,A. Robinson WR - JAX ,4.4,10.5,R. Wilson QB - SEA ,11.3,,Tommy,Ravens DEF ,3.3,,,,M. Crabtree WR - LV ,J. Hill RB - CIN ,,13.4
2016,13,5.3,J. Graham TE - SEA ,T. Taylor QB - BUF ,L. Murray RB - LV ,22.5,B. Cooks WR - NO ,S. Hauschka K - SEA ,I. Crowell RB - CLE ,9.4,,,J. Brown WR - ARI ,99.98,12.64,,16.0,,101.78,12.3,D. Bryant WR - DAL ,4,0.0,D. Parker WR - MIA ,,,,,,,Tommy,,,,14.4,R. Mathews RB - PHI ,16.18,0.0,S. Smith WR - BAL ,0.0,4.9,M. Ryan QB - ATL ,7.7,,Simi,Dolphins DEF ,0.0,,,,L. Fitzgerald WR - ARI ,T. Coleman RB - ATL ,,7.8
2016,13,22.18,J. Witten TE - DAL ,B. LaFell WR - CIN ,L. McCoy RB - BUF ,19.1,D. Thomas WR - DEN ,M. Bryant K - ATL ,D. Walker TE - TEN ,8.6,,,A. Green WR - CIN ,61.46,15.5,,12.0,,90.64,0.0,E. Sanders WR - DEN ,7,3.0,J. Landry WR - MIA ,,,,,,,Juschka,,,,3.2,K. Britt WR - LA ,23.84,0.0,A. Dalton QB - CIN ,0.0,22.5,M. Stafford QB - DET ,6.1,,Ritz,Eagles DEF ,12.7,,,,T. Hightower RB - NO ,D. Freeman RB - ATL ,,0.9
2016,13,17.2,T. Eifert TE - CIN ,D. Lewis RB - NE ,C. Hyde RB - SF ,9.8,A. Brown WR - PIT ,B. McManus K - DEN ,D. Carr QB - LV ,7.2,,,K. Benjamin WR - CAR ,112.82,3.8,,8.0,,111.04,8.5,J. Nelson WR - GB ,5,6.0,T. Hill WR - KC ,,,,,,,Kessi,,,,17.8,D. Jackson WR - WAS ,7.04,20.8,S. Ware RB - KC ,1.8,29.7,D. Brees QB - NO ,11.4,,Marv,Cardinals DEF ,5.9,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,12.8
2016,14,2.6,T. Kelce TE - KC ,B. Marshall WR - NYJ ,M. Forte RB - NYJ ,0.8,D. Baldwin WR - SEA ,J. Tucker K - BAL ,S. Watkins WR - BUF ,10.1,,,T. Pryor WR - CLE ,77.82,3.3,,13.0,,87.84,10.1,G. Tate WR - DET ,5,6.0,M. Mitchell WR - NE ,,,,,,,Benni,,,,5.7,M. Ingram RB - NO ,26.14,11.4,B. Roethlisberger QB - PIT ,0.3,15.2,T. Brady QB - NE ,4.6,,Juschka,Broncos DEF ,2.3,,,,J. Ajayi RB - MIA ,D. Murray RB - TEN ,,6.3
2016,14,3.4,J. Reed TE - WAS ,T. Ginn WR - CAR ,M. Gordon RB - LAC ,0.5,T. Williams WR - LAC ,D. Bailey K - DAL ,S. Diggs WR - MIN ,1.1,,,T. Gurley RB - LA ,107.68,2.6,,1.0,,49.5,1.0,M. Evans WR - TB ,2,5.0,D. Booker RB - DEN ,,,,,,,Erik,,,,4.2,A. Gates TE - LAC ,11.5,5.5,M. Gillislee RB - BUF ,14.3,12.1,C. Newton QB - CAR ,6.8,,Kessi,Vikings DEF ,6.1,,,,T. Rawls RB - SEA ,D. Johnson RB - ARI ,,7.4
2016,14,3.6,K. Rudolph TE - MIN ,M. Wallace WR - BAL ,F. Gore RB - IND ,13.4,J. Crowder WR - WAS ,D. Hopkins K - WAS ,T. West RB - BAL ,4.7,,,D. Adams WR - GB ,81.6,5.2,,3.0,,97.94,12.0,O. Beckham WR - NYG ,3,11.0,D. Henry RB - TEN ,,,,,,,Ritz,,,,15.4,A. Peterson RB - MIN ,21.24,2.6,C. Michael RB - GB ,16.4,18.2,A. Rodgers QB - GB ,3.7,,Simi,Chiefs DEF ,0.0,,,,D. Moncrief WR - IND ,L. Miller RB - HOU ,,0.0
2016,14,2.6,L. Green TE - PIT ,C. Fleener TE - NO ,L. Bell RB - PIT ,47.8,D. Hopkins WR - HOU ,C. Santos K - KC ,M. Mariota QB - TEN ,0.0,,,A. Luck QB - IND ,66.68,0.6,,3.0,,100.66,2.5,T. Hilton WR - IND ,1,-3.0,M. Thomas WR - NO ,,,,,,,Marv,,,,17.5,L. Blount RB - NE ,15.96,7.32,R. Matthews WR - TEN ,16.24,10.7,K. Cousins QB - WAS ,3.3,,Tommy,Seahawks DEF ,13.9,,,,A. Cooper WR - LV ,E. Elliott RB - DAL ,,2.9
2016,14,0.0,G. Olsen TE - CAR ,J. Jones WR - ATL ,J. Stewart RB - CAR ,12.6,T. Gabriel WR - ATL ,A. Vinatieri K - IND ,D. Prescott QB - DAL ,14.8,,,A. Robinson WR - JAX ,97.94,0.0,,5.0,,81.6,8.7,J. Edelman WR - NE ,8,6.0,R. Kelley RB - WAS ,,,,,,,Simi,,,,7.3,J. Starks RB - GB ,5.5,6.7,T. Riddick RB - DET ,1.7,20.2,R. Wilson QB - SEA ,14.2,,Ritz,Ravens DEF ,0.3,,,,M. Crabtree WR - LV ,J. Hill RB - CIN ,,2.1
2016,14,0.0,J. Graham TE - SEA ,S. Smith WR - BAL ,R. Mathews RB - PHI ,6.0,B. Cooks WR - NO ,S. Hauschka K - SEA ,D. Parker WR - MIA ,17.5,,,I. Crowell RB - CLE ,100.66,5.7,,4.0,,66.68,1.6,D. Bryant WR - DAL ,7,11.0,T. Coleman RB - ATL ,,,,,,,Tommy,,,,-1.0,T. Taylor QB - BUF ,21.48,1.4,J. Brown WR - ARI ,11.8,16.3,M. Ryan QB - ATL ,6.1,,Marv,Dolphins DEF ,15.32,,,,L. Fitzgerald WR - ARI ,L. Murray RB - LV ,,1.2
2016,14,16.9,D. Walker TE - TEN ,E. Sanders WR - DEN ,L. McCoy RB - BUF ,16.8,D. Thomas WR - DEN ,M. Bryant K - ATL ,J. Witten TE - DAL ,8.3,,,A. Green WR - CIN ,87.84,16.0,,6.0,,77.82,3.8,B. LaFell WR - CIN ,6,10.0,J. Landry WR - MIA ,,,,,,,Juschka,,,,2.2,T. Hightower RB - NO ,16.42,2.6,A. Dalton QB - CIN ,0.0,1.8,M. Stafford QB - DET ,12.6,,Benni,Eagles DEF ,3.9,,,,K. Britt WR - LA ,D. Freeman RB - ATL ,,8.2
2016,14,6.3,T. Eifert TE - CIN ,D. Lewis RB - NE ,C. Hyde RB - SF ,26.0,A. Brown WR - PIT ,B. McManus K - DEN ,D. Carr QB - LV ,10.8,,,K. Benjamin WR - CAR ,49.5,1.9,,4.0,,107.68,16.8,J. Nelson WR - GB ,4,7.0,T. Hill WR - KC ,,,,,,,Kessi,,,,16.1,D. Jackson WR - WAS ,4.48,4.98,S. Ware RB - KC ,1.1,11.0,D. Brees QB - NO ,7.8,,Erik,Cardinals DEF ,16.2,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,14.5
2016,15,14.94,T. Kelce TE - KC ,M. Ingram RB - NO ,B. Powell RB - NYJ ,16.2,S. Watkins WR - BUF ,J. Tucker K - BAL ,M. Mitchell WR - NE ,3.0,,,T. Pryor WR - CLE ,105.26,9.2,,11.0,,75.42,4.1,D. Baldwin WR - SEA ,5,7.0,Broncos DEF ,,,,,,,Benni,,,,9.5,M. Forte RB - NYJ ,7.42,1.4,B. Roethlisberger QB - PIT ,1.9,5.1,T. Brady QB - NE ,1.0,,Simi,Texans DEF ,2.8,,,,D. Murray RB - TEN ,J. Ajayi RB - MIA ,,14.1
2016,15,0.0,J. Reed TE - WAS ,A. Gates TE - LAC ,D. Johnson RB - ARI ,22.8,T. Williams WR - LAC ,K. Forbath K - MIN ,S. Diggs WR - MIN ,17.0,,,T. Gurley RB - LA ,81.28,1.1,,8.0,,65.5,0.6,M. Evans WR - TB ,2,-1.0,Patriots DEF ,,,,,,,Erik,,,,5.9,J. Flacco QB - BAL ,20.0,1.3,M. Gordon RB - LAC ,3.6,3.9,C. Newton QB - CAR ,2.0,,Ritz,Vikings DEF ,12.14,,,,K. Farrow RB - LAC ,T. Rawls RB - SEA ,,3.3
2016,15,6.8,K. Rudolph TE - MIN ,M. Wallace WR - BAL ,F. Gore RB - IND ,11.5,J. Crowder WR - WAS ,D. Hopkins K - WAS ,D. Moncrief WR - IND ,17.8,,,C. Michael RB - GB ,65.5,6.0,,9.0,,81.28,9.7,O. Beckham WR - NYG ,3,8.0,D. Henry RB - TEN ,,,,,,,Ritz,,,,13.3,A. Peterson RB - MIN ,11.98,0.0,D. Inman WR - LAC ,10.5,14.9,A. Rodgers QB - GB ,0.4,,Erik,Chiefs DEF ,0.3,,,,D. Adams WR - GB ,L. Miller RB - HOU ,,2.5
2016,15,8.5,L. Green TE - PIT ,C. Fleener TE - NO ,L. Bell RB - PIT ,13.1,A. Cooper WR - LV ,C. Santos K - KC ,D. Hopkins WR - HOU ,11.2,,,A. Luck QB - IND ,85.66,1.0,,5.0,,82.94,7.2,T. Hilton WR - IND ,1,11.0,M. Thomas WR - NO ,,,,,,,Marv,,,,4.5,K. Cousins QB - WAS ,5.44,8.7,R. Matthews WR - TEN ,18.8,24.8,M. Mariota QB - TEN ,2.8,,Kessi,Seahawks DEF ,9.7,,,,L. Blount RB - NE ,E. Elliott RB - DAL ,,9.1
2016,15,0.0,G. Olsen TE - CAR ,R. Wilson QB - SEA ,J. Stewart RB - CAR ,14.0,T. Gabriel WR - ATL ,A. Vinatieri K - IND ,R. Kelley RB - WAS ,3.0,,,A. Robinson WR - JAX ,75.42,20.36,,12.0,,105.26,8.5,J. Edelman WR - NE ,8,9.0,Ravens DEF ,,,,,,,Simi,,,,7.5,J. Jones WR - ATL ,19.16,11.5,T. Riddick RB - DET ,1.5,11.1,D. Prescott QB - DAL ,12.0,,Benni,Bills DEF ,0.0,,,,M. Crabtree WR - LV ,J. Hill RB - CIN ,,12.0
2016,15,10.0,J. Graham TE - SEA ,T. Taylor QB - BUF ,L. Murray RB - LV ,7.2,B. Cooks WR - NO ,S. Hauschka K - SEA ,I. Crowell RB - CLE ,1.7,,,J. Brown WR - ARI ,115.02,15.86,,6.0,,105.74,3.1,D. Bryant WR - DAL ,7,21.0,D. Parker WR - MIA ,,,,,,,Tommy,,,,8.2,R. Mathews RB - PHI ,19.34,2.8,S. Smith WR - BAL ,14.1,6.6,M. Ryan QB - ATL ,30.6,,Juschka,Dolphins DEF ,21.3,,,,L. Fitzgerald WR - ARI ,T. Coleman RB - ATL ,,3.7
2016,15,10.38,D. Walker TE - TEN ,D. Thomas WR - DEN ,L. McCoy RB - BUF ,28.9,B. LaFell WR - CIN ,M. Bryant K - ATL ,J. Witten TE - DAL ,16.8,,,A. Green WR - CIN ,105.74,9.1,,13.0,,115.02,5.5,K. Britt WR - LA ,6,7.0,J. Landry WR - MIA ,,,,,,,Juschka,,,,5.0,T. Hightower RB - NO ,10.22,3.1,A. Dalton QB - CIN ,0.0,31.5,M. Stafford QB - DET ,9.1,,Tommy,Eagles DEF ,16.8,,,,E. Sanders WR - DEN ,D. Freeman RB - ATL ,,4.8
2016,15,9.4,T. Eifert TE - CIN ,M. Floyd WR - NE ,C. Hyde RB - SF ,5.7,A. Brown WR - PIT ,B. McManus K - DEN ,D. Carr QB - LV ,12.8,,,K. Benjamin WR - CAR ,82.94,0.0,,3.0,,85.66,0.9,J. Nelson WR - GB ,4,7.0,T. Hill WR - KC ,,,,,,,Kessi,,,,12.4,D. Jackson WR - WAS ,29.36,11.02,S. Ware RB - KC ,2.0,17.3,D. Brees QB - NO ,5.8,,Marv,Cardinals DEF ,11.1,,,,D. Martin RB - TB ,J. Howard RB - CHI ,,4.2
2016,16,21.4,T. Kelce TE - KC ,B. Roethlisberger QB - PIT ,D. Murray RB - TEN ,6.0,A. Jeffery WR - CHI ,J. Tucker K - BAL ,M. Mitchell WR - NE ,1.0,,,T. Montgomery RB - GB ,100.28,19.06,,13.0,,138.76,22.0,D. Baldwin WR - SEA ,5,10.0,Broncos DEF ,,,,,,,Benni,,,,23.7,M. Ingram RB - NO ,20.56,2.9,S. Watkins WR - BUF ,4.0,26.9,T. Brady QB - NE ,9.2,,Tommy,Chargers DEF ,23.3,,,,B. Powell RB - NYJ ,J. Ajayi RB - MIA ,,7.4
2016,16,0.0,V. Davis TE - WAS ,A. Gates TE - LAC ,T. Gurley RB - LA ,14.7,T. Williams WR - LAC ,S. Janikowski K - LV ,S. Diggs WR - MIN ,0.8,,,M. Gordon RB - LAC ,112.56,15.4,,3.0,,110.92,1.3,M. Evans WR - TB ,2,17.0,T. Rawls RB - SEA ,,,,,,,Erik,,,,15.7,J. Flacco QB - BAL ,11.52,8.9,J. Reed TE - WAS ,0.0,29.6,C. Newton QB - CAR ,12.4,,Marv,Patriots DEF ,14.48,,,,K. Farrow RB - LAC ,D. Johnson RB - ARI ,,5.7
2016,16,0.0,K. Rudolph TE - MIN ,M. Wallace WR - BAL ,F. Gore RB - IND ,6.4,O. Beckham WR - NYG ,D. Hopkins K - WAS ,D. Moncrief WR - IND ,0.3,,,C. Michael RB - GB ,95.66,2.1,,11.0,,103.18,5.3,D. Inman WR - LAC ,3,10.0,J. Crowder WR - WAS ,,,,,,,Ritz,,,,4.4,A. Peterson RB - MIN ,37.18,9.0,L. Miller RB - HOU ,0.5,3.5,A. Rodgers QB - GB ,15.0,,Kessi,Chiefs DEF ,0.0,,,,D. Adams WR - GB ,D. Henry RB - TEN ,,10.4
2016,16,9.1,E. Ebron TE - DET ,C. Fleener TE - NO ,L. Bell RB - PIT ,25.7,A. Cooper WR - LV ,C. Santos K - KC ,D. Hopkins WR - HOU ,9.8,,,A. Luck QB - IND ,110.92,3.0,,9.0,,112.56,9.3,T. Hilton WR - IND ,1,2.0,M. Thomas WR - NO ,,,,,,,Marv,,,,12.5,K. Cousins QB - WAS ,8.26,4.3,R. Matthews WR - TEN ,24.72,21.2,M. Mariota QB - TEN ,7.6,,Erik,Seahawks DEF ,29.8,,,,L. Blount RB - NE ,E. Elliott RB - DAL ,,17.0
2016,16,14.7,G. Olsen TE - CAR ,T. Riddick RB - DET ,J. Stewart RB - CAR ,5.2,J. Jones WR - ATL ,A. Vinatieri K - IND ,R. Kelley RB - WAS ,3.0,,,T. Gabriel WR - ATL ,105.2,0.0,,5.0,,65.78,5.9,J. Edelman WR - NE ,8,1.0,Ravens DEF ,,,,,,,Simi,,,,8.9,R. Wilson QB - SEA ,23.98,8.2,A. Robinson WR - JAX ,1.5,0.8,D. Prescott QB - DAL ,6.0,,Juschka,Bills DEF ,33.6,,,,M. Crabtree WR - LV ,J. Hill RB - CIN ,,9.0
2016,16,3.1,J. Graham TE - SEA ,S. Smith WR - BAL ,L. Murray RB - LV ,5.1,B. Cooks WR - NO ,S. Hauschka K - SEA ,I. Crowell RB - CLE ,14.5,,,J. Brown WR - ARI ,138.76,15.9,,5.0,,100.28,10.3,D. Bryant WR - DAL ,7,1.0,D. Parker WR - MIA ,,,,,,,Tommy,,,,23.4,T. Taylor QB - BUF ,19.98,17.8,L. Fitzgerald WR - ARI ,1.2,19.5,M. Ryan QB - ATL ,9.8,,Benni,Dolphins DEF ,31.16,,,,R. Mathews RB - PHI ,T. Coleman RB - ATL ,,6.2
