#,Player,Pos,Team,TTL,VORP
26,Tennessee Titans,DST,TEN,93,0
27,Joey Slye,K,TEN,93,0
38,A.J. Dillon,RB,PHI,92.9,0
27,Detroit Lions,DST,DET,92,0
28,Philadelphia Eagles,DST,PHI,91,0
28,Ka'imi Fairbairn,K,HOU,91,0
34,Deshaun Watson,QB,CLE,90.8,0
10,Mark Andrews,TE,BAL,90.4,0
45,Curtis Samuel,WR,BUF,88.9,0
11,Trey McBride,TE,ARI,86.3,0
12,Dalton Schultz,TE,HOU,85.4,0
35,Joe Flacco,QB,CIN,85.2,0
29,Riley Patterson,K,MIA,84,0
46,Marquise Brown,WR,KC,83.7,0
47,Josh Reynolds,WR,NYJ,83.1,0
13,Kyle Pitts Sr.,TE,ATL,81.1,0
39,Tyjae Spears,RB,TEN,80.3,0
40,D'Onta Foreman,RB,FA,80.2,0
48,Diontae Johnson,WR,FA,79.2,0
49,Josh Downs,WR,IND,79,0
50,Jaxon Smith-Njigba,WR,SEA,78.2,0
14,Hunter Henry,TE,NE,77.9,0
41,Aaron Jones Sr.,RB,MIN,77.8,0
51,DJ Chark Jr.,WR,FA,76.1,0
30,Brett Maher,K,FA,76,0
52,Tyler Boyd,WR,FA,75.5,0
31,Chad Ryland,K,ARI,75,0
53,Jahan Dotson,WR,PHI,74.1,0
36,Anthony Richardson Sr.,QB,IND,73.7,0
54,Christian Watson,WR,GB,73.3,0
37,Jimmy Garoppolo,QB,LAR,73.1,0
55,Darius Slayton,WR,NYG,72.2,0
42,Antonio Gibson,RB,NE,72.2,0
56,Tutu Atwell,WR,LAR,71.1,0
56,K.J. Osborn,WR,ATL,71.1,0
43,Khalil Herbert,RB,NYJ,69.5,0
58,Odell Beckham Jr.,WR,FA,69.2,0
29,Los Angeles Rams,DST,LAR,69,0
15,Logan Thomas,TE,FA,68.9,0
59,Jerry Jeudy,WR,CLE,68.5,0
44,Jaleel McLaughlin,RB,DEN,68.2,0
32,Lucas Havrisik,K,FA,68,0
60,Noah Brown,WR,WAS,67.8,0
45,Dameon Pierce,RB,KC,67.6,0
38,Ryan Tannehill,QB,FA,66.9,0
16,Dallas Goedert,TE,PHI,66.2,0
46,Latavius Murray,RB,FA,65.9,0
47,Samaje Perine,RB,CIN,65.7,0
17,Cade Otton,TE,TB,65.5,0
18,Jonnu Smith,TE,PIT,65.3,0
48,Ty Chandler,RB,MIN,64.7,0
49,Rico Dowdle,RB,CAR,64.5,0
61,Joshua Palmer,WR,BUF,63.7,0
30,Arizona Cardinals,DST,ARI,63,0
39,Daniel Jones,QB,IND,63,0
62,Kendrick Bourne,WR,SF,63,0
50,Zach Charbonnet,RB,SEA,63,0
63,Dontayvion Wicks,WR,GB,62.7,0
51,Justice Hill,RB,BAL,61.5,0
31,Carolina Panthers,DST,CAR,61,0
64,Elijah Moore,WR,FA,61,0
52,Keaton Mitchell,RB,BAL,60.9,0
40,Bailey Zappe,QB,CLE,60.3,0
19,Dalton Kincaid,TE,BUF,60.2,0
53,Jerick McKinnon,RB,FA,59.4,0
41,Tyson Bagent,QB,CHI,59.3,0
65,Khalil Shakir,WR,BUF,58.7,0
54,Kenneth Gainwell,RB,PIT,58.5,0
66,Rondale Moore,WR,MIN,58,0
67,Justin Watson,WR,HOU,57.9,0
68,Nick Westbrook-Ikhine,WR,MIA,57,0
32,Washington Commanders,DST,WAS,57,0
55,Miles Sanders,RB,DAL,56.6,0
69,Nelson Agholor,WR,FA,56.4,0
70,Kalif Raymond,WR,DET,56.3,0
21,Tyler Conklin,TE,LAC,56,0
20,Gerald Everett,TE,FA,56,0
71,Michael Wilson,WR,ARI,55.5,0
22,Tyler Higbee,TE,LAR,55.3,0
72,Demarcus Robinson,WR,SF,54.2,0
56,Roschon Johnson,RB,CHI,54.2,0
73,Michael Gallup,WR,FA,53.8,0
42,Mitchell Trubisky,QB,BUF,53.7,0
57,Joshua Kelley,RB,FA,53.4,0
74,DeMario Douglas,WR,NE,52.6,0
23,Chig Okonkwo,TE,TEN,52.4,0
58,Clyde Edwards-Helaire,RB,KC,52.1,0
43,Tyrod Taylor,QB,NYJ,51.9,0
44,Taylor Heinicke,QB,FA,51.9,0
24,Darren Waller,TE,MIA,51.6,0
75,Alec Pierce,WR,IND,51.6,0
59,Emari Demercado,RB,ARI,51.4,0
77,Wan'Dale Robinson,WR,NYG,50.8,0
76,Michael Thomas,WR,FA,50.8,0
77,Quentin Johnston,WR,LAC,50.8,0
33,Graham Gano,K,NYG,50,0
79,Jameson Williams,WR,DET,48.8,0
80,Darnell Mooney,WR,ATL,47.9,0
81,KaVontae Turpin,WR,DAL,47.2,0
82,Marvin Mims Jr.,WR,DEN,47,0
25,Isaiah Likely,TE,BAL,45.8,0
26,Michael Mayer,TE,LV,44.4,0
27,Donald Parham Jr.,TE,PIT,44.2,0
60,Royce Freeman,RB,FA,43.7,0
83,Robert Woods,WR,FA,43.5,0
84,Trey Palmer,WR,NO,43.3,0
45,Nick Mullens,QB,JAC,43,0
85,Brandon Johnson,WR,TB,42.9,0
28,Juwan Johnson,TE,NO,41.8,0
86,Jonathan Mingo,WR,DAL,41.8,0
29,Noah Gray,TE,KC,40.9,0
87,Tre Tucker,WR,LV,40.2,0
88,Chris Moore,WR,WAS,40.1,0
46,Easton Stick,QB,ATL,40.1,0
30,Luke Musgrave,TE,GB,40.1,0
31,Tucker Kraft,TE,GB,39.6,0
89,Zay Jones,WR,ARI,39.4,0
32,Kylen Granson,TE,PHI,39.4,0
90,Rashod Bateman,WR,BAL,39.1,0
33,Pat Freiermuth,TE,PIT,38.3,0
91,Brandon Powell,WR,FA,37.9,0
92,DeVante Parker,WR,FA,37.3,0
93,Allen Lazard,WR,NYJ,37.1,0
61,Jordan Mason,RB,MIN,36.6,0
94,Jake Bobo,WR,SEA,36.6,0
95,Cedrick Wilson Jr.,WR,MIA,36.5,0
34,Tanner Hudson,TE,CIN,36.3,0
62,Zamir White,RB,LV,36.2,0
63,Chris Rodriguez Jr.,RB,WAS,35.9,0
64,Cam Akers,RB,SEA,35.7,0
35,Tommy Tremble,TE,CAR,35.7,0
36,Noah Fant,TE,CIN,35.5,0
37,Adam Trautman,TE,DEN,35.4,0
96,Marquez Valdes-Scantling,WR,PIT,35.2,0
97,Calvin Austin III,WR,PIT,34.9,0
98,Jalin Hyatt,WR,NYG,34.3,0
99,Trenton Irwin,WR,NYJ,33.8,0
100,Isaiah Hodgins,WR,NYG,33.6,0
65,Darrell Henderson Jr.,RB,FA,33.5,0
101,Xavier Gipson,WR,PHI,33.2,0
102,Skyy Moore,WR,SF,32.7,0
103,Jauan Jennings,WR,SF,32.5,0
38,Mike Gesicki,TE,CIN,32.4,0
47,Drew Lock,QB,SEA,32.1,0
39,Colby Parkinson,TE,LAR,32.1,0
104,JuJu Smith-Schuster,WR,KC,32,0
66,Chase Brown,RB,CIN,31.4,0
105,Mike Williams,WR,FA,31.2,0
106,Greg Dortch,WR,ARI,30.9,0
107,A.T. Perry,WR,DEN,30.8,0
40,Mo Alie-Cox,TE,IND,30.5,0
67,Pierre Strong Jr.,RB,GB,30.4,0
68,Matt Breida,RB,FA,29.9,0
108,Jalen Tolbert,WR,DAL,29.1,0
34,Randy Bullock,K,FA,29,0
34,Matt Ammendola,K,FA,29,0
109,Braxton Berrios,WR,HOU,29,0
41,Durham Smythe,TE,CHI,28.2,0
110,Allen Robinson II,WR,FA,28,0
42,Jimmy Graham,TE,FA,27.9,0
69,Salvon Ahmed,RB,IND,26.9,0
43,Drew Ogletree,TE,IND,26.7,0
44,Josh Oliver,TE,MIN,26.5,0
111,Olamide Zaccheaus,WR,CHI,26.4,0
45,Pharaoh Brown,TE,ARI,26.3,0
70,Jamaal Williams,RB,FA,26.3,0
48,Dorian Thompson-Robinson,QB,FA,26.1,0
112,Kadarius Toney,WR,FA,26,0
46,Brevin Jordan,TE,HOU,26,0
71,Cordarrelle Patterson,RB,FA,25.9,0
47,Drew Sample,TE,CIN,25.5,0
72,Dalvin Cook,RB,FA,25.2,0
73,Tony Jones Jr.,RB,FA,25.2,0
113,Mack Hollins,WR,NE,25.1,0
49,P.J. Walker,QB,FA,25,0
74,D'Ernest Johnson,RB,NE,24.9,0
48,Zach Ertz,TE,WAS,24.7,0
75,Craig Reynolds,RB,FA,24.6,0
49,Dawson Knox,TE,BUF,24.4,0
49,Hayden Hurst,TE,FA,24.4,0
51,Foster Moreau,TE,NO,23.7,0
50,Andy Dalton,QB,CAR,23.6,0
114,Hunter Renfrow,WR,CAR,23.5,0
52,Harrison Bryant,TE,HOU,23.5,0
115,KhaDarel Hodge,WR,ATL,23.2,0
76,Darrynton Evans,RB,FA,23,0
51,Jacoby Brissett,QB,ARI,22.9,0
116,Dyami Brown,WR,JAC,22.8,0
116,Treylon Burks,WR,WAS,22.8,0
118,Ihmir Smith-Marsette,WR,NYG,22.7,0
77,Kyle Juszczyk,RB,SF,22.2,0
119,Parker Washington,WR,JAC,21.9,0
78,Ty Johnson,RB,BUF,21.8,0
53,Daniel Bellinger,TE,NYG,21.6,0
120,Scotty Miller,WR,PIT,21.5,0
121,Lil'Jordan Humphrey,WR,DEN,21.3,0
122,Jamal Agnew,WR,ATL,21,0
54,Andrew Beck,TE,NYJ,20.9,0
79,Michael Carter,RB,ARI,20.2,0
52,Mason Rudolph,QB,PIT,20.1,0
123,Andrei Iosivas,WR,CIN,20,0
80,Kendre Miller,RB,NO,19.4,0
80,Jeff Wilson Jr.,RB,MIA,19.4,0
82,Nick Chubb,RB,HOU,19.1,0
82,Ameer Abdullah,RB,IND,19.1,0
124,Jamison Crowder,WR,FA,19.1,0
55,Will Mallory,TE,IND,18.8,0
125,Robbie Chosen,WR,WAS,18.6,0
56,Luke Schoonmaker,TE,DAL,18.5,0
126,Ronnie Bell,WR,NO,18.3,0
127,Van Jefferson,WR,TEN,18.1,0
127,Cedric Tillman,WR,CLE,18.1,0
53,Davis Mills,QB,HOU,17.8,0
129,Deven Thompkins,WR,ATL,17.8,0
57,Stone Smartt,TE,NYJ,17.8,0
129,Deonte Harty,WR,FA,17.8,0
84,Chase Edmonds,RB,WAS,17.7,0
58,Elijah Higgins,TE,ARI,17,0
131,Derius Davis,WR,LAC,17,0
86,Damien Harris,RB,FA,17,0
85,Tank Bigsby,RB,PHI,17,0
59,Austin Hooper,TE,NE,16.7,0
132,Alex Erickson,WR,FA,16.5,0
134,Malik Heath,WR,GB,16.3,0
133,River Cracraft,WR,WAS,16.3,0
60,Connor Heyward,TE,PIT,16.3,0
135,Tyler Scott,WR,LAR,16.2,0
87,Patrick Taylor Jr.,RB,SF,16,0
61,Irv Smith Jr.,TE,FA,15.5,0
62,Josh Whyle,TE,GB,15.4,0
136,David Bell,WR,FA,15.2,0
63,Jeremy Ruckert,TE,NYJ,15.1,0
63,Brock Wright,TE,DET,15.1,0
54,Jameis Winston,QB,NYG,15,0
55,Tim Boyle,QB,FA,14.9,0
137,Jalen Guyton,WR,FA,14.9,0
65,Luke Farrell,TE,SF,14.8,0
88,Elijah Mitchell,RB,KC,14.8,0
138,David Moore,WR,CAR,14.6,0
139,Kyle Philips,WR,FA,14.6,0
66,John Bates,TE,WAS,14.5,0
140,John Metchie III,WR,NYJ,14.5,0
67,Lucas Krull,TE,DEN,14.1,0
141,Byron Pringle,WR,FA,14.1,0
68,MyCole Pruitt,TE,FA,13.9,0
142,Ray-Ray McCloud III,WR,NYG,13.6,0
143,Chase Claypool,WR,FA,13.4,0
144,Terrace Marshall Jr.,WR,FA,13.4,0
56,Trevor Siemian,QB,TEN,13.3,0
89,Trey Sermon,RB,PIT,13.2,0
145,Donovan Peoples-Jones,WR,FA,13,0
69,Davis Allen,TE,LAR,13,0
57,Case Keenum,QB,CHI,12.7,0
70,Will Dissly,TE,LAC,12.6,0
146,Xavier Hutchinson,WR,HOU,12.5,0
71,Stephen Sullivan,TE,FA,12.5,0
90,Isaiah Spiller,RB,FA,12.1,0
72,Cole Turner,TE,FA,12,0
36,Michael Badgley,K,IND,12,0
58,C.J. Beathard,QB,DET,11.9,0
91,Tyler Goodson,RB,IND,11.8,0
147,Tyquan Thornton,WR,KC,11.8,0
73,C.J. Uzomah,TE,FA,11.8,0
148,D.J. Montgomery,WR,IND,11.6,0
149,Randall Cobb,WR,FA,11.5,0
149,Laviska Shenault Jr.,WR,FA,11.5,0
151,Ben Skowronek,WR,PIT,11.3,0
92,Boston Scott,RB,FA,11.3,0
93,Emanuel Wilson,RB,GB,10.8,0
94,Kevin Harris,RB,FA,10.6,0
152,Lynn Bowden Jr.,WR,FA,10.6,0
95,Raheem Blackshear,RB,FA,10.5,0
95,Brandon Bolden,RB,FA,10.5,0
153,Parris Campbell,WR,DAL,10.4,0
153,Samori Toure,WR,NO,10.4,0
97,Alec Ingold,RB,MIA,10.1,0
155,Marquise Goodwin,WR,FA,10,0
98,Keaontay Ingram,RB,KC,10,0
99,Melvin Gordon III,RB,FA,9.9,0
156,Keith Kirkwood,WR,BAL,9.7,0
100,Hunter Luepke,RB,DAL,9.7,0
100,J.K. Dobbins,RB,DEN,9.7,0
157,Lawrence Cager,WR,WAS,9.6,0
102,Ronnie Rivers,RB,LAR,9.5,0
59,Clayton Tune,QB,GB,9.4,0
74,Geoff Swaim,TE,FA,9.4,0
103,Chris Brooks,RB,GB,9.4,0
75,Brenton Strange,TE,JAC,9.4,0
76,Marcedes Lewis,TE,DEN,8.9,0
158,Jason Brownlee,WR,KC,8.8,0
159,Julio Jones,WR,FA,8.7,0
77,Quintin Morris,TE,JAC,8.6,0
104,Dare Ogunbowale,RB,HOU,8.3,0
78,Jordan Akins,TE,JAC,8,0
105,Trayveon Williams,RB,LAC,7.9,0
160,Sterling Shepard,WR,TB,7.9,0
106,Nick Bawden,RB,FA,7.7,0
107,Israel Abanikanda,RB,FA,7.7,0
161,Tim Jones,WR,JAC,7.6,0
162,Charlie Jones,WR,CIN,7.5,0
79,Johnny Mundt,TE,JAC,7.5,0
79,Ben Sims,TE,MIN,7.5,0
163,Richie James Jr.,WR,FA,7.3,0
81,Robert Tonyan,TE,KC,7.2,0
60,Tyler Huntley,QB,BAL,7.1,0
61,Sam Darnold,QB,SEA,7.1,0
37,Mason Crosby,K,FA,7,0
164,Velus Jones Jr.,WR,SEA,6.9,0
62,Brian Hoyer,QB,FA,6.9,0
164,Simi Fehoko,WR,ARI,6.9,0
108,Deuce Vaughn,RB,DEN,6.8,0
166,Jalen Reagor,WR,FA,6.6,0
109,Gary Brightwell,RB,CIN,6.6,0
82,Josiah Deguara,TE,ARI,6.5,0
83,Blake Bell,TE,FA,6.3,0
167,Jalen Brooks,WR,ARI,6.3,0
110,Mike Boone,RB,FA,6.3,0
84,Ko Kieft,TE,TB,6.2,0
168,Trent Sherfield Sr.,WR,ARI,6.2,0
85,Darnell Washington,TE,PIT,6.1,0
169,Rakim Jarrett,WR,FA,6,0
169,Tylan Wallace,WR,BAL,6,0
171,Bo Melton,WR,GB,5.8,0
63,Brett Rypien,QB,IND,5.8,0
86,Payne Durham,TE,TB,5.8,0
172,Isaiah McKenzie,WR,FA,5.6,0
87,Mitchell Wilcox,TE,FA,5.6,0
111,Damien Williams,RB,FA,5.5,0
173,DeAndre Carter,WR,CLE,5.4,0
88,Ian Thomas,TE,LV,5.1,0
64,Mike White,QB,CAR,5.1,0
174,Quez Watkins,WR,PHI,4.9,0
112,Ty Montgomery II,RB,FA,4.9,0
113,Patrick Ricard,RB,BAL,4.8,0
89,Charlie Kolar,TE,BAL,4.5,0
175,Michael Strachan,WR,FA,4.5,0
176,Equanimeous St. Brown,WR,FA,4.4,0
114,Ke'Shawn Vaughn,RB,FA,4.4,0
38,Austin Seibert,K,FA,4,0
177,Elijah Cooks,WR,FA,3.8,0
115,Michael Burton,RB,DEN,3.7,0
178,Justyn Ross,WR,FA,3.6,0
116,Eric Gray,RB,NYG,3.4,0
90,Teagan Quitoriano,TE,ATL,3.3,0
179,Devin Duvernay,WR,CHI,3.3,0
117,Keith Smith,RB,FA,3.3,0
119,C.J. Ham,RB,MIN,3.2,0
118,Sean Tucker,RB,TB,3.2,0
91,Brycen Hopkins,TE,FA,3.1,0
65,Cooper Rush,QB,BAL,3.1,0
66,Malik Willis,QB,GB,3.1,0
67,Jaren Hall,QB,FA,3,0
180,Mecole Hardman Jr.,WR,BUF,3,0
182,Jalen Nailor,WR,MIN,2.9,0
181,Trishton Jackson,WR,FA,2.9,0
120,Khari Blasingame,RB,FA,2.8,0
92,Jack Stoll,TE,NO,2.7,0
183,Steven Sims Jr.,WR,FA,2.6,0
93,Greg Dulcich,TE,MIA,2.5,0
121,Derrick Gore,RB,FA,2.3,0
122,Rashaad Penny,RB,FA,2.2,0
94,Nate Adkins,TE,DEN,2.2,0
122,Jake Funk,RB,FA,2.2,0
184,Erik Ezukanma,WR,FA,2.2,0
122,DeeJay Dallas,RB,CAR,2.2,0
95,Trevon Wesco,TE,FA,2.1,0
125,Zonovan Knight,RB,ARI,2.1,0
125,Tyrion Davis-Price,RB,FA,2.1,0
95,Grant Calcaterra,TE,PHI,2.1,0
127,Leonard Fournette,RB,FA,2,0
128,Elijah Dotson,RB,FA,1.9,0
185,Zach Pascal,WR,FA,1.9,0
185,Kayshon Boutte,WR,NE,1.9,0
97,Julian Hill,TE,MIA,1.7,0
187,Miles Boykin,WR,FA,1.7,0
98,Chris Manhertz,TE,NYG,1.6,0
129,Zach Evans,RB,FA,1.6,0
188,Marvin Jones Jr.,WR,FA,1.5,0
189,Willie Snead IV,WR,FA,1.4,0
190,Malik Taylor,WR,FA,1.3,0
130,Jashaun Corbin,RB,NE,1.3,0
130,Devine Ozigbo,RB,FA,1.3,0
130,Kene Nwangwu,RB,NYJ,1.3,0
68,Marcus Mariota,QB,WAS,1.2,0
99,Charlie Woerner,TE,ATL,1.2,0
99,Ross Dwelley,TE,DET,1.2,0
133,Jakob Johnson,RB,HOU,1.2,0
134,Chris Evans,RB,FA,1.1,0
134,Kenyan Drake,RB,FA,1.1,0
134,Anthony McFarland Jr.,RB,FA,1.1,0
191,Cody Thompson,WR,FA,1,0
101,Tucker Fisk,TE,LAC,0.9,0
192,Austin Trammell,WR,JAC,0.9,0
102,Peyton Hendershot,TE,FA,0.8,0
137,Evan Hull,RB,NO,0.7,0
193,Britain Covey,WR,PHI,0.7,0
103,Cole Fotheringham,TE,FA,0.6,0
194,Mason Kinsey,WR,TEN,0.6,0
104,Eric Saubert,TE,SEA,0.5,0
195,Dee Eskridge,WR,MIA,0.5,0
105,Jesper Horsted,TE,FA,0.4,0
196,Colton Dowell,WR,FA,0.3,0
138,Reggie Gilliam,RB,BUF,0.3,0
138,Alex Armah Jr.,RB,FA,0.3,0
106,Giovanni Ricci,TE,FA,0.2,0
197,Antoine Green,WR,FA,0.2,0
197,Kwamie Lassiter II,WR,FA,0.2,0
140,La'Mical Perine,RB,FA,0.1,0
141,Bryant Koback,RB,FA,0,0
141,James Robinson,RB,FA,0,0
141,Malik Davis,RB,DAL,0,0
141,Mohamed Ibrahim,RB,FA,0,0
141,Austin Walter,RB,FA,0,0
141,SaRodorick Thompson Jr.,RB,FA,0,0
141,Dwayne Washington,RB,FA,0,0
141,Godwin Igwebuike,RB,FA,0,0
87,Skylar Thompson,QB,PIT,0,0
141,Patrick Laird,RB,FA,0,0
141,Julius Chestnut,RB,TEN,0,0
141,Travis Homer,RB,CHI,0,0
141,Henry Pearson,RB,FA,0,0
81,AJ McCarron,QB,FA,0,0
141,JaMycal Hasty,RB,MIA,0,0
141,Jeremy McNichols,RB,WAS,0,0
141,Jonathan Ward,RB,FA,0,0
107,Rodney Williams,TE,FA,0,0
107,Sean McKeon,TE,IND,0,0
107,Dalton Keene,TE,FA,0,0
107,James Winchester,TE,KC,0,0
