#,Player,Pos,Team,TTL,VORP
36,Chris Godwin Jr.,WR,TB,102.8,0
37,John Brown,WR,FA,101.2,0
14,Miami Dolphins,DST,MIA,101,0
14,Kansas City Chiefs,DST,KC,101,0
16,Jacksonville Jaguars,DST,JAC,100,0
20,Stephen Hauschka,K,FA,100,0
34,Dion Lewis,RB,FA,99.4,0
35,Leonard Fournette,RB,FA,98.4,0
38,Allen Robinson II,WR,FA,98.3,0
21,Randy Bullock,K,FA,98,0
39,Demaryius Thomas,WR,FA,97.7,0
40,Josh Gordon,WR,FA,97.7,0
17,Dallas Cowboys,DST,DAL,97,0
22,Matt Bryant,K,FA,97,0
18,Cleveland Browns,DST,CLE,96,0
41,Cooper Kupp,WR,SEA,95.1,0
36,Nyheim Hines,RB,FA,95,0
42,Tyrell Williams,WR,FA,94.5,0
19,New York Jets,DST,NYJ,94,0
23,Dan Bailey,K,FA,94,0
43,DJ Moore,WR,CHI,93.9,0
37,Doug Martin,RB,FA,93.8,0
38,Alex Collins,RB,FA,93.6,0
24,Chris Boswell,K,PIT,93.1,0
25,Jason Sanders,K,MIA,93,0
20,Green Bay Packers,DST,GB,92,0
44,Courtland Sutton,WR,DEN,91.8,0
39,Mike Davis,RB,FA,91.2,0
21,Buffalo Bills,DST,BUF,91,0
40,Frank Gore,RB,FA,90.6,0
45,Kenny Stills,WR,FA,90.6,0
6,Trey Burton,TE,FA,89.8,4.5
46,Doug Baldwin,WR,FA,89.1,0
22,Los Angeles Chargers,DST,LAC,88,0
47,Zay Jones,WR,ARI,87.9,0
26,Josh Lambo,K,FA,87,0
41,Jalen Richard,RB,FA,86.8,0
7,O.J. Howard,TE,FA,86.5,1.2
42,Carlos Hyde,RB,FA,86.5,0
48,Anthony Miller,WR,FA,86.5,0
23,Arizona Cardinals,DST,ARI,86,0
49,Jordy Nelson,WR,FA,85.9,0
8,Kyle Rudolph,TE,FA,85.5,0.2
50,Nelson Agholor,WR,FA,85.4,0
9,Austin Hooper,TE,NE,85.3,0
43,Jamaal Williams,RB,FA,85.3,0
24,Carolina Panthers,DST,CAR,85,0
24,Detroit Lions,DST,DET,85,0
27,Daniel Carlson,K,LV,85,0
51,Curtis Samuel,WR,BUF,84.6,0
44,LeSean McCoy,RB,FA,82.8,0
45,Duke Johnson Jr.,RB,FA,82.6,0
26,New York Giants,DST,NYG,82,0
28,Graham Gano,K,NYG,82,0
10,Rob Gronkowski,TE,FA,81.8,0
11,David Njoku,TE,CLE,81.7,0
46,Wendell Smallwood,RB,FA,81.7,0
27,Philadelphia Eagles,DST,PHI,81,0
52,Marvin Jones Jr.,WR,FA,80.8,0
53,Donte Moncrief,WR,FA,80.7,0
54,Christian Kirk,WR,HOU,80.5,0
47,Gus Edwards,RB,FA,80.2,0
35,Jeff Driskel,QB,ARI,80,0
12,Vance McDonald,TE,FA,79.1,0
55,Devin Funchess,WR,FA,78.9,0
56,Taylor Gabriel,WR,FA,78.8,0
28,Atlanta Falcons,DST,ATL,78,0
29,Greg Joseph,K,LV,77,0
48,Royce Freeman,RB,FA,77,0
57,Michael Crabtree,WR,FA,76.7,0
58,Dante Pettis,WR,NO,76.5,0
30,Michael Badgley,K,IND,76,0
59,Antonio Callaway,WR,FA,75.4,0
60,Sammy Watkins,WR,FA,75.1,0
29,Cincinnati Bengals,DST,CIN,75,0
36,C.J. Beathard,QB,DET,75,0
49,LeGarrette Blount,RB,FA,75,0
50,Alfred Blue,RB,FA,74.9,0
61,William Fuller V,WR,FA,74.3,0
13,Jimmy Graham,TE,FA,73.5,0
14,Chris Herndon IV,TE,FA,73.4,0
62,David Moore,WR,CAR,73.4,0
31,Chandler Catanzaro,K,FA,73,0
63,Albert Wilson,WR,FA,70.8,0
51,Ito Smith,RB,FA,70.7,0
64,Rashard Higgins,WR,FA,70.6,0
65,Willie Snead IV,WR,FA,69.9,0
66,Cole Beasley,WR,FA,69.8,0
67,Marquez Valdes-Scantling,WR,PIT,68.7,0
37,Brock Osweiler,QB,FA,68,0
15,Mark Andrews,TE,BAL,67.8,0
52,Josh Adams,RB,FA,66.6,0
30,Tampa Bay Buccaneers,DST,TB,66,0
16,Jordan Reed,TE,FA,65.8,0
68,Danny Amendola,WR,FA,65.8,0
17,Evan Engram,TE,DEN,65.2,0
69,Chris Hogan,WR,FA,64.8,0
70,Marquise Goodwin,WR,FA,64.4,0
53,Marshawn Lynch,RB,FA,64,0
71,Robert Foster,WR,FA,64,0
72,John Ross,WR,FA,63.8,0
54,Damien Williams,RB,FA,63.7,0
73,Tre'Quan Smith,WR,FA,63.7,0
55,Elijah McGuire,RB,FA,62.4,0
74,Josh Doctson,WR,FA,61.9,0
18,C.J. Uzomah,TE,FA,61.3,0
75,Chester Rogers,WR,FA,60.9,0
56,Rashaad Penny,RB,FA,60.8,0
76,Kendrick Bourne,WR,SF,60.8,0
38,Nick Foles,QB,FA,60,0
57,Giovani Bernard,RB,FA,59.4,0
77,Chris Conley,WR,FA,59.4,0
58,Jaylen Samuels,RB,FA,59.3,0
78,Seth Roberts,WR,FA,59.2,0
59,Corey Clement,RB,FA,59.1,0
19,Cameron Brate,TE,FA,59,0
60,Spencer Ware,RB,FA,59,0
61,Javorius Allen,RB,FA,58.6,0
32,Cairo Santos,K,CHI,58,0
79,Michael Gallup,WR,FA,57.7,0
31,San Francisco 49ers,DST,SF,56,0
62,Chris Ivory,RB,FA,55.9,0
20,Dallas Goedert,TE,PHI,54.7,0
21,Jesse James,TE,FA,54.3,0
22,Gerald Everett,TE,FA,53.6,0
80,Josh Reynolds,WR,NYJ,53.5,0
23,Greg Olsen,TE,FA,53.1,0
63,Theo Riddick,RB,FA,53.1,0
81,Aldrick Robinson,WR,FA,53.1,0
81,Jamison Crowder,WR,FA,53.1,0
83,Jarius Wright,WR,FA,52.6,0
24,Vernon Davis,TE,FA,50.7,0
84,Taywan Taylor,WR,FA,49.8,0
64,Bilal Powell,RB,FA,49.3,0
25,Benjamin Watson,TE,FA,49.1,0
85,Quincy Enunwa,WR,FA,48.9,0
65,Chris Thompson,RB,FA,48.2,0
39,Jimmy Garoppolo,QB,LAR,48,0
40,Josh Johnson,QB,WAS,47.6,0
26,Antonio Gates,TE,FA,47.3,0
86,Keelan Cole Sr.,WR,FA,46.6,0
66,Devontae Booker,RB,FA,46.4,0
87,Jaron Brown,WR,FA,45.9,0
88,Randall Cobb,WR,FA,45.6,0
89,Tajae Sharpe,WR,FA,45.2,0
67,Justin Jackson,RB,FA,45.1,0
27,Jordan Thomas,TE,FA,44.9,0
68,Jacquizz Rodgers,RB,FA,44.5,0
69,Kapri Bibbs,RB,FA,44.3,0
70,Ty Montgomery II,RB,FA,44.1,0
28,Jonnu Smith,TE,PIT,43.8,0
29,Nick Vannett,TE,LAR,43.2,0
90,Kelvin Benjamin,WR,FA,43.1,0
90,Jermaine Kearse,WR,FA,43.1,0
71,Alfred Morris,RB,FA,42.6,0
72,Darren Sproles,RB,FA,42.4,0
92,Geronimo Allison,WR,FA,42.3,0
93,Jordan Matthews,TE,FA,42,0
73,Jordan Wilkins,RB,FA,41.8,0
41,Tyrod Taylor,QB,NYJ,41.4,0
74,Chase Edmonds,RB,WAS,41.3,0
75,C.J. Anderson,RB,FA,41,0
30,Ricky Seals-Jones,TE,FA,40.3,0
31,Jeff Heuerman,TE,FA,40.1,0
94,Zach Pascal,WR,FA,39.8,0
95,Jakeem Grant Sr.,WR,FA,39.3,0
96,Paul Richardson Jr.,WR,FA,39.1,0
32,Las Vegas Raiders,DST,LV,39,0
33,Caleb Sturgis,K,FA,39,0
97,Ryan Grant,WR,FA,39,0
98,Phillip Dorsett II,WR,LV,38.9,0
42,Cody Kessler,QB,FA,38.7,0
76,Jay Ajayi,RB,FA,38.4,0
99,Demarcus Robinson,WR,SF,37.9,0
32,Tyler Higbee,TE,LAR,37.6,0
100,Terrelle Pryor Sr.,WR,FA,37.1,0
77,Kyle Juszczyk,RB,SF,37,0
101,DeVante Parker,WR,FA,36.9,0
102,Allen Hurns,WR,FA,36.6,0
78,Kenneth Dixon,RB,FA,36.5,0
103,Ted Ginn Jr.,WR,FA,35.5,0
103,Laquon Treadwell,WR,IND,35.5,0
33,Rhett Ellison,TE,FA,35.2,0
105,Breshad Perriman,WR,FA,35.2,0
106,Keke Coutee,WR,FA,34.7,0
106,Dontrelle Inman,WR,FA,34.7,0
108,Pierre Garcon,WR,FA,34.6,0
34,Jack Doyle,TE,FA,34.5,0
109,Isaiah McKenzie,WR,FA,34.5,0
35,Demetrius Harris,TE,FA,34.4,0
79,Malcolm Brown,RB,FA,34.4,0
110,Tim Patrick,WR,JAC,34.4,0
111,Equanimeous St. Brown,WR,FA,33.3,0
36,Ian Thomas,TE,LV,33.2,0
112,Ryan Switzer,WR,FA,33.2,0
113,Torrey Smith,WR,FA,33,0
114,Keith Kirkwood,WR,BAL,32.9,0
80,Raheem Mostert,RB,LV,32.6,0
37,Ed Dickson,TE,FA,32.3,0
81,Zach Zenner,RB,FA,31.8,0
82,Jeff Wilson Jr.,RB,MIA,31.5,0
115,DaeSean Hamilton,WR,FA,31.4,0
115,Maurice Harris,WR,FA,31.4,0
34,Phil Dawson,K,FA,31,0
117,Russell Shepard,WR,FA,30.8,0
83,James Develin,RB,FA,30.7,0
118,Tavon Austin,WR,FA,30.5,0
38,Geoff Swaim,TE,FA,30.2,0
84,Trenton Cannon,RB,FA,30.1,0
39,Ryan Griffin,TE,FA,29.7,0
43,Chase Daniel,QB,FA,29.7,0
40,Darren Fells,TE,FA,29.4,0
35,Giorgio Tavecchio,K,FA,29,0
119,Bruce Ellington,WR,FA,28.6,0
41,Michael Roberts,TE,FA,28,0
42,Matt LaCosse,TE,FA,27.7,0
42,Anthony Firkser,TE,DET,27.7,0
44,Will Dissly,TE,LAC,27.6,0
85,Marcus Murphy,RB,FA,27.6,0
120,Travis Benjamin,WR,FA,27.6,0
44,Colt McCoy,QB,FA,27.2,0
36,Zane Gonzalez,K,ATL,27,0
45,Virgil Green,TE,FA,27,0
121,Martavis Bryant,WR,FA,26.9,0
46,Erik Swoope,TE,FA,26.7,0
86,Rex Burkhead,RB,FA,26.5,0
45,Blaine Gabbert,QB,FA,26.4,0
37,Mike Nugent,K,FA,26,0
87,Kalen Ballage,RB,FA,25.9,0
122,Trent Taylor,WR,SF,25.8,0
88,Brandon Bolden,RB,FA,25.5,0
123,Brandon LaFell,WR,FA,25.5,0
124,Chris Moore,WR,WAS,25.4,0
47,Lee Smith,TE,FA,25.3,0
125,Justin Hardy,WR,FA,25.3,0
38,Matt McCrane,K,FA,25,0
48,Jason Croom,TE,FA,24.7,0
126,Trent Sherfield Sr.,WR,ARI,24.7,0
49,Josh Hill,TE,FA,24.5,0
127,Cody Core,WR,FA,24,0
50,Tyler Eifert,TE,FA,23.9,0
128,Bennie Fowler III,WR,FA,23.8,0
51,Mo Alie-Cox,TE,IND,23.2,0
52,Lance Kendricks,TE,FA,23,0
53,Jordan Akins,TE,JAC,22.5,0
54,Levine Toilolo,TE,FA,22,0
129,Austin Carr,WR,FA,21.7,0
89,Wayne Gallman Jr.,RB,FA,21.5,0
55,Nick Boyle,TE,FA,21.3,0
130,James Washington,WR,FA,21.3,0
56,Maxx Williams,TE,FA,21.1,0
57,Dan Arnold,TE,FA,21,0
57,Garrett Celek,TE,FA,21,0
131,Marvin Hall,WR,FA,20.9,0
46,Josh McCown,QB,FA,20.8,0
132,Marcell Ateman,WR,FA,20.7,0
59,Luke Stocker,TE,FA,20.3,0
133,Brandon Marshall,WR,FA,19.6,0
134,Josh Bellamy,WR,FA,19.5,0
135,DeAndre Carter,WR,CLE,19,0
60,James O'Shaughnessy,TE,FA,18.9,0
61,Blake Jarwin,TE,FA,18.8,0
62,Hayden Hurst,TE,FA,18,0
136,Chad Williams,WR,FA,18,0
47,Matt Barkley,QB,FA,17.1,0
137,Leonte Carroo,WR,FA,16.8,0
63,Jordan Leggett,TE,FA,16.7,0
138,Michael Floyd,WR,FA,16.5,0
64,Mike Gesicki,TE,CIN,16.4,0
64,Charles Clay,TE,FA,16.4,0
139,Andre Holmes,WR,FA,16.2,0
140,Deonte Thompson,WR,FA,16.1,0
141,Marcus Johnson,WR,FA,16,0
90,Zach Line,RB,FA,15.6,0
91,Taquan Mizzell,RB,NYG,15.4,0
142,DJ Chark Jr.,WR,FA,15.4,0
142,Cameron Meredith,WR,FA,15.4,0
66,Austin Seferian-Jenkins,TE,FA,15,0
144,T.J. Jones,WR,FA,15,0
67,Nick O'Leary,TE,FA,14.6,0
145,Jake Kumerow,WR,FA,14.4,0
146,Damion Ratley,WR,FA,14.4,0
48,Taylor Heinicke,QB,FA,13.9,0
92,Anthony Sherman,RB,FA,13.9,0
93,Rod Smith,RB,FA,13.8,0
94,Ronald Jones II,RB,FA,13.7,0
68,MyCole Pruitt,TE,FA,13.6,0
147,Trey Quinn,WR,FA,13.5,0
69,Seth DeValve,TE,FA,13.4,0
95,Alex Armah Jr.,RB,FA,13.4,0
70,Scott Simonson,TE,FA,13.2,0
70,Logan Paulsen,TE,FA,13.2,0
39,Kai Forbath,K,FA,13,0
39,Sam Ficken,K,FA,13,0
72,Robert Tonyan,TE,KC,13,0
49,Nathan Peterman,QB,FA,12.8,0
73,Adam Shaheen,TE,FA,12.8,0
50,Sam Bradford,QB,FA,12.7,0
74,Derek Carrier,TE,FA,12.7,0
148,Vyncint Smith,WR,FA,12.3,0
149,Brice Butler,WR,FA,12,0
96,Stevan Ridley,RB,FA,11.8,0
150,Cody Latimer,WR,FA,11.8,0
75,Chris Manhertz,TE,NYG,11.2,0
151,Andre Roberts,WR,FA,11.1,0
51,Mike Glennon,QB,FA,11,0
76,A.J. Derby,TE,FA,10.8,0
97,Corey Grant,RB,FA,10.7,0
97,Brian Hill,RB,FA,10.7,0
152,Alex Erickson,WR,FA,10.6,0
77,Jeremy Sprinkle,TE,FA,10.1,0
99,Darrel Williams,RB,FA,10,0
99,Keith Ford,RB,FA,10,0
78,Dalton Schultz,TE,HOU,9.9,0
101,Charcandrick West,RB,FA,9.8,0
79,Niles Paul,TE,FA,9.5,0
153,De'Anthony Thomas,WR,FA,9.5,0
154,Darius Jennings,WR,FA,9.4,0
102,C.J. Ham,RB,MIN,9.3,0
155,Tommylee Lewis,WR,FA,9.2,0
103,Devonta Freeman,RB,FA,9.1,0
156,Andy Jones,WR,FA,9,0
80,Luke Willson,TE,FA,8.7,0
104,D'Onta Foreman,RB,FA,8.7,0
104,Andy Janovich,RB,FA,8.7,0
81,Jake Butt,TE,FA,8.5,0
106,Dontrell Hilliard,RB,FA,8.5,0
82,Logan Thomas,TE,FA,8.3,0
157,Cameron Batson,WR,FA,8.3,0
158,Richie James Jr.,WR,FA,7.8,0
83,Matt Lengel,TE,FA,7.7,0
84,Tyler Conklin,TE,LAC,7.7,0
159,Corey Coleman,WR,FA,7.6,0
107,Mark Walton,RB,FA,7.5,0
85,Jermaine Gresham,TE,FA,7.4,0
108,Kenjon Barner,RB,FA,7.4,0
109,DeAndre Washington,RB,FA,7.4,0
86,Darren Waller,TE,MIA,7.3,0
87,Eric Tomlinson,TE,FA,7.2,0
110,Patrick DiMarco,RB,FA,7.1,0
160,Kevin White,WR,FA,7,0
160,Deontay Burnett,WR,FA,7,0
111,Elijhaa Penny,RB,FA,6.9,0
112,Detrez Newsome,RB,FA,6.8,0
88,Joshua Perkins,TE,FA,6.7,0
89,Blake Bell,TE,FA,6.7,0
52,Derek Anderson,QB,FA,6.5,0
162,J.J. Nelson,WR,FA,6.4,0
90,David Grinnage,TE,FA,6.1,0
163,Derrick Willies,WR,FA,6.1,0
113,John Kelly Jr.,RB,FA,5.3,0
164,Kamar Aiken,WR,FA,5.3,0
91,Delanie Walker,TE,FA,5.2,0
91,Jacob Hollister,TE,FA,5.2,0
165,Dwayne Harris,WR,FA,5.2,0
114,Roc Thomas,RB,FA,5.1,0
166,Noah Brown,WR,WAS,5.1,0
93,Xavier Grimble,TE,FA,5,0
167,Russell Gage Jr.,WR,FA,4.9,0
94,Antony Auclair,TE,FA,4.8,0
94,Eric Saubert,TE,SEA,4.8,0
115,Mike Boone,RB,FA,4.8,0
168,Shelton Gibson,WR,FA,4.8,0
96,Neal Sterling,TE,FA,4.7,0
116,Dwayne Washington,RB,FA,4.6,0
97,Rico Gathers,TE,FA,4.5,0
98,Ben Braunecker,TE,FA,4.2,0
169,Eli Rogers,WR,FA,4.2,0
117,Tommy Bohanon,RB,FA,4.1,0
118,Roosevelt Nix,RB,FA,4,0
170,Jawill Davis,WR,FA,4,0
170,Rashad Greene,WR,FA,4,0
99,Marcedes Lewis,TE,DEN,3.9,0
119,Byron Marshall,RB,FA,3.9,0
119,T.J. Logan,RB,FA,3.9,0
172,Chad Beebe,WR,FA,3.9,0
121,Tre Madden,RB,FA,3.8,0
100,Jordan Franks,TE,FA,3.7,0
173,Jalen Tolliver,WR,FA,3.7,0
101,Tyler Kroft,TE,FA,3.6,0
101,Durham Smythe,TE,CHI,3.6,0
103,David Morgan II,TE,FA,3.6,0
174,Bobo Wilson,WR,FA,3.6,0
122,Tyler Ervin,RB,FA,3.5,0
123,David Williams,RB,FA,3.4,0
124,Shaun Wilson,RB,FA,3.4,0
104,Brian Parker,TE,FA,3.3,0
125,Mike Gillislee,RB,FA,3.2,0
126,Jeremy Hill,RB,FA,3.1,0
127,Samaje Perine,RB,CIN,3,0
175,Brandon Powell,WR,FA,3,0
105,Dwayne Allen,TE,FA,2.7,0
128,Cameron Artis-Payne,RB,FA,2.6,0
176,Charone Peake,WR,FA,2.5,0
106,Sean Culkin,TE,FA,2.4,0
177,Rishard Matthews,WR,FA,2.4,0
107,Tyrone Swoopes,TE,FA,2.3,0
107,Orson Charles,TE,FA,2.3,0
129,Keith Smith,RB,FA,2.3,0
178,Brandon Zylstra,WR,FA,2.3,0
130,De'Lance Turner,RB,FA,2.1,0
179,Justin Hunter,WR,FA,2.1,0
131,Derrick Coleman,RB,FA,2,0
180,Auden Tate,WR,FA,2,0
180,Malik Turner,WR,SF,2,0
132,Justin Davis,RB,FA,1.9,0
132,C.J. Prosise,RB,FA,1.9,0
182,Brian Quick,WR,FA,1.8,0
183,Terrance Williams,WR,FA,1.8,0
53,Matt Cassel,QB,FA,1.7,0
134,Jonathan Stewart,RB,FA,1.7,0
184,Jamal Agnew,WR,ATL,1.7,0
184,Nick Williams,WR,FA,1.7,0
184,KhaDarel Hodge,WR,ATL,1.7,0
135,Benny Cunningham Jr.,RB,FA,1.6,0
136,David Fluellen,RB,FA,1.6,0
54,Kyle Allen,QB,DET,1.5,0
137,Brandon Wilds,RB,FA,1.5,0
187,Ray-Ray McCloud III,WR,NYG,1.5,0
138,Jamaal Charles,RB,FA,1.4,0
188,Tim White,WR,FA,1.4,0
55,Joe Webb III,QB,FA,1.3,0
139,Jamize Olawale,RB,FA,1.3,0
189,Josh Malone,WR,FA,1.2,0
189,Sammie Coates,WR,FA,1.2,0
109,Hakeem Valles,TE,FA,1.1,0
140,Ricky Ortiz,RB,FA,1.1,0
191,Victor Bolden Jr.,WR,FA,1,0
191,Justin Hardee Sr.,WR,FA,1,0
110,John Phillips,TE,FA,0.9,0
110,Dion Sims,TE,FA,0.9,0
112,Alan Cross,TE,FA,0.9,0
141,Christine Michael,RB,FA,0.9,0
141,Ameer Abdullah,RB,IND,0.9,0
193,Cam Phillips,WR,FA,0.9,0
56,Robert Griffin III,QB,FA,0.8,0
57,Joshua Dobbs,QB,NE,0.8,0
113,Ross Dwelley,TE,DET,0.8,0
143,J.D. McKissic,RB,FA,0.8,0
144,Robert Kelley,RB,FA,0.8,0
194,Keon Hatcher,WR,FA,0.8,0
194,Damiere Byrd,WR,FA,0.8,0
58,Geno Smith,QB,LV,0.7,0
114,Richard Rodgers,TE,FA,0.7,0
196,Jeremy Kerley,WR,FA,0.7,0
196,Marcus Kemp,WR,FA,0.7,0
145,Michael Burton,RB,DEN,0.6,0
115,Khari Lee,TE,FA,0.5,0
146,Derek Watt,RB,FA,0.5,0
198,Justin Watson,WR,HOU,0.5,0
147,Jeremy McNichols,RB,WAS,0.4,0
59,Mark Sanchez,QB,FA,0.3,0
148,Danny Vitale,RB,FA,0.2,0
199,Darrius Heyward-Bey,WR,FA,0.2,0
60,Matt Schaub,QB,FA,0.1,0
60,AJ McCarron,QB,FA,0.1,0
149,Jonathan Williams,RB,FA,0.1,0
62,Cooper Rush,QB,BAL,0,0
62,Nate Sudfeld,QB,FA,0,0
62,Kyle Sloter,QB,FA,0,0
62,Brandon Allen,QB,TEN,0,0
62,Tyler Bray,QB,FA,0,0
62,Alex Tanney,QB,FA,0,0
76,Garrett Gilbert,QB,FA,0,0
76,Chad Henne,QB,FA,0,0
116,Matt Flanagan,TE,FA,0,0
116,Garrett Dickerson,TE,FA,0,0
116,Jerome Cunningham,TE,FA,0,0
116,Cole Wick,TE,FA,0,0
116,Beau Brinkley,TE,FA,0,0
116,Ben Koyack,TE,FA,0,0
116,Clive Walford,TE,FA,0,0
116,Temarrick Hemingway,TE,FA,0,0
116,Darrell Daniels,TE,FA,0,0
116,Kyle Nelson,TE,FA,0,0
116,Gabe Holmes,TE,FA,0,0
116,Alex Ellis,TE,FA,0,0
116,Johnny Mundt,TE,JAC,0,0
116,Mason Schreck,TE,FA,0,0
116,Daniel Brown,TE,FA,0,0
116,Deon Yelder,TE,FA,0,0
