#,Player,Pos,Team,TTL,VORP
62,Nick Vannett,TE,LAR,16.6,0
138,Justin Hardy,WR,FA,15.5,0
139,Olamide Zaccheaus,WR,CHI,15.3,0
63,Robert Tonyan,TE,KC,15.1,0
95,Wes Hills,RB,FA,14.2,0
96,Wendell Smallwood,RB,FA,14,0
96,Trey Edmunds,RB,FA,14,0
64,Virgil Green,TE,FA,13.8,0
65,Jesse James,TE,FA,13.7,0
49,Ben Roethlisberger,QB,FA,13.7,0
66,Seth DeValve,TE,FA,13.6,0
140,Damion Ratley,WR,FA,13.6,0
141,Keelan Doss,WR,FA,13.3,0
98,Kerrith Whyte Jr.,RB,FA,13,0
67,Jesper Horsted,TE,FA,12.7,0
68,Tyler Kroft,TE,FA,12.6,0
142,Mack Hollins,WR,NE,12.5,0
99,T.J. Yeldon,RB,FA,12.5,0
143,Deon Cain,WR,FA,12.4,0
100,Alec Ingold,RB,MIA,12.1,0
144,Antonio Brown,WR,FA,12.1,0
69,Ben Braunecker,TE,FA,11.9,0
145,Duke Williams,WR,FA,11.8,0
50,Luke Falk,QB,FA,11.6,0
146,Rashard Higgins,WR,FA,11.5,0
70,Dan Arnold,TE,FA,11.1,0
71,Stephen Carlson,TE,CHI,11.1,0
101,Darren Sproles,RB,FA,11,0
147,Jamal Agnew,WR,ATL,10.9,0
102,Patrick Ricard,RB,BAL,10.7,0
103,Andy Janovich,RB,FA,10.3,0
51,Robert Griffin III,QB,FA,10.2,0
104,Derek Watt,RB,FA,10.2,0
72,Hale Hentges,TE,FA,10.1,0
72,David Njoku,TE,CLE,10.1,0
74,Daniel Brown,TE,FA,10,0
105,Danny Vitale,RB,FA,10,0
148,T.J. Jones,WR,FA,9.8,0
149,J.J. Nelson,WR,FA,9.6,0
150,Robert Foster,WR,FA,9.3,0
106,Javorius Allen,RB,FA,9.2,0
106,D'Ernest Johnson,RB,NE,9.2,0
151,Christian Blake,WR,FA,9.1,0
108,Kenjon Barner,RB,FA,9.1,0
75,J.P. Holtz,TE,FA,9.1,0
75,Lee Smith,TE,FA,9.1,0
152,Antonio Callaway,WR,FA,8.9,0
77,Troy Fumagalli,TE,FA,8.9,0
78,Andrew Beck,TE,NYJ,8.7,0
153,Braxton Berrios,WR,HOU,8.4,0
79,Trey Burton,TE,FA,8.4,0
154,Deonte Harty,WR,FA,8.2,0
154,Damion Willis,WR,FA,8.2,0
156,Trent Sherfield Sr.,WR,ARI,8,0
80,Luke Willson,TE,FA,7.9,0
81,Mo Alie-Cox,TE,IND,7.8,0
109,Travis Homer,RB,CHI,7.8,0
52,Will Grier,QB,DAL,7.7,0
157,DeAndre Carter,WR,CLE,7.7,0
82,MyCole Pruitt,TE,FA,7.7,0
110,Alex Armah Jr.,RB,FA,7.7,0
158,Ventell Bryant,WR,FA,7.5,0
111,Troymaine Pope,RB,FA,7.4,0
83,Adam Shaheen,TE,FA,7.4,0
112,Spencer Ware,RB,FA,7.3,0
84,Cethan Carter,TE,FA,7.3,0
159,Marcell Ateman,WR,FA,7,0
159,Chad Beebe,WR,FA,7,0
85,Blake Bell,TE,FA,6.6,0
113,Tra Carson,RB,FA,6.6,0
86,Geoff Swaim,TE,FA,6.5,0
114,Dwayne Washington,RB,FA,6.4,0
87,Clive Walford,TE,FA,6.1,0
161,Tevin Jones,WR,FA,6.1,0
53,Tyrod Taylor,QB,NYJ,6,0
88,Durham Smythe,TE,CHI,5.7,0
162,KhaDarel Hodge,WR,ATL,5.7,0
115,Zach Line,RB,FA,5.6,0
163,Andre Patton,WR,FA,5.6,0
54,Brett Hundley,QB,FA,5.5,0
55,Colt McCoy,QB,FA,5.3,0
164,Chris Hogan,WR,FA,5.3,0
116,Jon Hilliman,RB,FA,5.2,0
89,Lance Kendricks,TE,FA,5,0
89,Deon Yelder,TE,FA,5,0
92,Tyler Conklin,TE,LAC,4.9,0
91,Trevon Wesco,TE,FA,4.9,0
117,Devontae Booker,RB,FA,4.9,0
165,Chris Lacy,WR,FA,4.8,0
118,Patrick DiMarco,RB,FA,4.8,0
118,Elijhaa Penny,RB,FA,4.8,0
120,Mike Davis,RB,FA,4.7,0
120,Khari Blasingame,RB,FA,4.7,0
166,Cedrick Wilson Jr.,WR,MIA,4.6,0
167,Jason Moore Jr.,WR,FA,4.3,0
93,Luke Stocker,TE,FA,4.3,0
122,C.J. Anderson,RB,FA,4.3,0
56,Mike Glennon,QB,FA,4.2,0
57,Matt Barkley,QB,FA,4.1,0
41,Greg Joseph,K,LV,4,0
123,Paul Perkins,RB,FA,3.8,0
94,Tommy Sweeney,TE,FA,3.8,0
168,Geremy Davis,WR,FA,3.8,0
95,Joshua Perkins,TE,FA,3.7,0
169,Ishmael Hyman,WR,FA,3.4,0
170,Jordan Matthews,TE,FA,3.3,0
171,Devin Funchess,WR,FA,3.2,0
172,C.J. Board,WR,FA,3.1,0
96,Ross Travis,TE,FA,3.1,0
124,Anthony Sherman,RB,FA,3.1,0
125,Jay Ajayi,RB,FA,3,0
173,Travis Benjamin,WR,FA,3,0
173,Johnny Holton,WR,FA,3,0
97,Codey McElroy,TE,FA,3,0
98,Drew Sample,TE,CIN,3,0
175,Cody Core,WR,FA,2.8,0
99,Pharaoh Brown,TE,ARI,2.7,0
177,Ryan Switzer,WR,FA,2.7,0
176,Da'Mari Scott,WR,FA,2.7,0
178,Andre Roberts,WR,FA,2.7,0
126,Dalyn Dawkins,RB,FA,2.6,0
100,Tanner Hudson,TE,CIN,2.6,0
179,Diontae Spencer,WR,FA,2.5,0
179,Russell Shepard,WR,FA,2.5,0
101,Johnny Mundt,TE,JAC,2.4,0
127,T.J. Logan,RB,FA,2.3,0
181,Michael Crabtree,WR,FA,2.2,0
128,Keith Smith,RB,FA,2.2,0
182,Chris Moore,WR,WAS,2.1,0
182,Fred Brown,WR,FA,2.1,0
184,DeAndrew White,WR,FA,2,0
184,Josh Bellamy,WR,FA,2,0
186,Marqise Lee,WR,FA,1.9,0
187,Donte Moncrief,WR,FA,1.8,0
188,Stanley Morgan Jr.,WR,FA,1.8,0
191,Ashton Dulin,WR,IND,1.7,0
190,Darius Jennings,WR,FA,1.7,0
129,Zach Zenner,RB,FA,1.7,0
129,Nick Bawden,RB,FA,1.7,0
189,Robert Davis,WR,FA,1.7,0
102,Josh Oliver,TE,MIN,1.5,0
192,Bobo Wilson,WR,FA,1.5,0
192,Cam Sims,WR,FA,1.5,0
192,Riley Ridley,WR,FA,1.5,0
195,Mike Thomas,WR,FA,1.4,0
195,Gunner Olszewski,WR,NYG,1.4,0
195,Ryan Grant,WR,FA,1.4,0
103,Isaac Nauta,TE,FA,1.3,0
198,Cody Hollister,WR,FA,1.3,0
199,Jeff Smith,WR,FA,1.2,0
104,Sean Culkin,TE,FA,1.2,0
131,Josh Adams,RB,FA,1.2,0
131,Damien Harris,RB,FA,1.2,0
105,Eric Saubert,TE,SEA,1.1,0
105,Chris Manhertz,TE,NYG,1.1,0
105,Antony Auclair,TE,FA,1.1,0
105,Scott Simonson,TE,FA,1.1,0
200,De'Anthony Thomas,WR,FA,1,0
109,Levine Toilolo,TE,FA,1,0
200,Brandon Zylstra,WR,FA,1,0
133,Jordan Scarlett,RB,FA,0.9,0
133,Josh Ferguson,RB,FA,0.9,0
133,John Kelly Jr.,RB,FA,0.9,0
110,Ben Koyack,TE,FA,0.9,0
202,Austin Carr,WR,FA,0.9,0
58,Josh McCown,QB,FA,0.8,0
203,Dwayne Harris,WR,FA,0.7,0
136,Tony Brooks-James,RB,FA,0.7,0
111,Chris Herndon IV,TE,FA,0.7,0
137,De'Lance Turner,RB,FA,0.6,0
137,Tyler Ervin,RB,FA,0.6,0
112,Dalton Schultz,TE,HOU,0.6,0
59,Ryan Griffin,QB,FA,0.6,0
139,Buddy Howell,RB,FA,0.5,0
139,Jakob Johnson,RB,HOU,0.5,0
141,Roosevelt Nix,RB,FA,0.4,0
141,Alfred Morris,RB,FA,0.4,0
113,Zach Gentry,TE,FA,0.4,0
113,Darrell Daniels,TE,FA,0.4,0
204,Krishawn Hogan,WR,FA,0.4,0
143,James Develin,RB,FA,0.3,0
115,Xavier Grimble,TE,FA,0.3,0
144,Dexter Williams,RB,FA,0.2,0
116,Eric Tomlinson,TE,FA,0.1,0
60,Trevor Siemian,QB,TEN,0.1,0
205,Victor Bolden Jr.,WR,FA,0,0
205,Deonte Thompson,WR,FA,0,0
205,Riley McCarron,WR,FA,0,0
205,Alonzo Russell,WR,FA,0,0
205,Kaelin Clay,WR,FA,0,0
205,Matthew Slater,WR,FA,0,0
205,Corey Coleman,WR,FA,0,0
205,Marcus Kemp,WR,FA,0,0
205,Noah Brown,WR,WAS,0,0
205,Jeremy Kerley,WR,FA,0,0
205,Rashard Davis,WR,FA,0,0
205,Jaleel Scott,WR,FA,0,0
205,Cam Phillips,WR,FA,0,0
205,Gehrig Dieter,WR,FA,0,0
205,Lance Lenoir Jr.,WR,FA,0,0
205,Mike Wallace,WR,FA,0,0
145,Samaje Perine,RB,CIN,0,0
145,Christine Michael,RB,FA,0,0
117,Tyrone Swoopes,TE,FA,0,0
205,Kamar Aiken,WR,FA,0,0
